KEY,percepcion,ideologia
4_2,Que siga gobernando MORENA,MORENA
30_46,Que siga gobernando MORENA,MORENA
15_121,Que siga gobernando MORENA,PRI - Partido Revolucionario Institucional
32_24,Que siga gobernando MORENA,MORENA
24_11,Que siga gobernando MORENA,PRI - Partido Revolucionario Institucional
15_121,Que siga gobernando MORENA,MORENA
30_46,Que siga gobernando MORENA,MORENA
31_8,Que siga gobernando MORENA,PRI - Partido Revolucionario Institucional
31_8,Que siga gobernando MORENA,MORENA
30_136,Que siga gobernando MORENA,MORENA
32_24,Que siga gobernando MORENA,MORENA
24_11,Que siga gobernando MORENA,PVEM – Partido Verde Ecologista de México
32_24,Que haya un cambio de partido en el gobierno,MORENA
30_174,Que siga gobernando MORENA,MORENA
30_46,Que siga gobernando MORENA,PRI - Partido Revolucionario Institucional
26_30,Que siga gobernando MORENA,PRI - Partido Revolucionario Institucional
19_32,Que haya un cambio de partido en el gobierno,PVEM – Partido Verde Ecologista de México
20_415,Que siga gobernando MORENA,MORENA
20_415,Que siga gobernando MORENA,PT- Partido del Trabajo
20_415,Que siga gobernando MORENA,MORENA
20_415,Que siga gobernando MORENA,MORENA
20_415,Que siga gobernando MORENA,PRI - Partido Revolucionario Institucional
20_415,Que siga gobernando MORENA,PRI - Partido Revolucionario Institucional
20_415,Que siga gobernando MORENA,MORENA
16_17,No sabe / No respondió,PVEM – Partido Verde Ecologista de México
15_121,Que siga gobernando MORENA,PT- Partido del Trabajo
15_121,Que siga gobernando MORENA,MORENA
30_46,Que siga gobernando MORENA,MORENA
24_11,Que haya un cambio de partido en el gobierno,PAN - Partido Acción Nacional
24_11,Que haya un cambio de partido en el gobierno,MORENA
16_17,Que siga gobernando MORENA,PRI - Partido Revolucionario Institucional
16_17,Que haya un cambio de partido en el gobierno,PRI - Partido Revolucionario Institucional
16_17,Que haya un cambio de partido en el gobierno,PAN - Partido Acción Nacional
26_30,Que siga gobernando MORENA,MORENA
19_6,Que haya un cambio de partido en el gobierno,PRI - Partido Revolucionario Institucional
26_30,Que haya un cambio de partido en el gobierno,PAN - Partido Acción Nacional
30_46,Que siga gobernando MORENA,MORENA
19_32,Que siga gobernando MORENA,MORENA
19_6,Que siga gobernando MORENA,MORENA
16_17,Que haya un cambio de partido en el gobierno,Ninguno
21_120,Que haya un cambio de partido en el gobierno,Ninguno
8_61,Que siga gobernando MORENA,PRI - Partido Revolucionario Institucional
21_120,Que siga gobernando MORENA,MORENA
8_61,Que siga gobernando MORENA,PRI - Partido Revolucionario Institucional
16_17,No sabe / No respondió,Ninguno
9_14,No sabe / No respondió,MORENA
26_30,Que haya un cambio de partido en el gobierno,PRI - Partido Revolucionario Institucional
19_32,Que siga gobernando MORENA,Ninguno
21_120,Que siga gobernando MORENA,MORENA
8_61,Que siga gobernando MORENA,MORENA
15_41,Que haya un cambio de partido en el gobierno,PRI - Partido Revolucionario Institucional
15_121,Que siga gobernando MORENA,MORENA
9_5,Que siga gobernando MORENA,PRI - Partido Revolucionario Institucional
16_17,Que siga gobernando MORENA,MORENA
21_120,Que haya un cambio de partido en el gobierno,Ninguno
26_30,No sabe / No respondió,PVEM – Partido Verde Ecologista de México
19_6,Que siga gobernando MORENA,PVEM – Partido Verde Ecologista de México
16_17,Que siga gobernando MORENA,MORENA
15_41,Que haya un cambio de partido en el gobierno,PAN - Partido Acción Nacional
21_120,Que siga gobernando MORENA,MORENA
9_13,Que siga gobernando MORENA,PRI - Partido Revolucionario Institucional
15_41,Que haya un cambio de partido en el gobierno,MORENA
8_61,Que siga gobernando MORENA,MC - Movimiento Ciudadano
26_30,Que haya un cambio de partido en el gobierno,PAN - Partido Acción Nacional
8_61,Que siga gobernando MORENA,MORENA
24_11,Que siga gobernando MORENA,PVEM – Partido Verde Ecologista de México
16_17,No sabe / No respondió,PRD - Partido de la Revolución Democrática
15_121,Que siga gobernando MORENA,MORENA
19_6,Que siga gobernando MORENA,Ninguno
9_13,Que haya un cambio de partido en el gobierno,PAN - Partido Acción Nacional
26_30,Que siga gobernando MORENA,MORENA
15_41,No sabe / No respondió,PAN - Partido Acción Nacional
16_17,Que haya un cambio de partido en el gobierno,MORENA
8_61,Que siga gobernando MORENA,MORENA
15_121,Que siga gobernando MORENA,MORENA
26_30,Que siga gobernando MORENA,Ninguno
15_41,Que haya un cambio de partido en el gobierno,PRI - Partido Revolucionario Institucional
19_6,Que siga gobernando MORENA,PRI - Partido Revolucionario Institucional
17_29,Que siga gobernando MORENA,MC - Movimiento Ciudadano
9_13,No sabe / No respondió,Ninguno
9_11,No sabe / No respondió,PRI - Partido Revolucionario Institucional
17_29,Que siga gobernando MORENA,MORENA
9_13,Que haya un cambio de partido en el gobierno,MORENA
9_13,Que haya un cambio de partido en el gobierno,PAN - Partido Acción Nacional
8_61,Que siga gobernando MORENA,MORENA
30_174,Que siga gobernando MORENA,MORENA
9_13,Que siga gobernando MORENA,MC - Movimiento Ciudadano
15_41,Que siga gobernando MORENA,MORENA
19_32,Que siga gobernando MORENA,MORENA
17_29,Que haya un cambio de partido en el gobierno,MORENA
21_120,Que siga gobernando MORENA,PT- Partido del Trabajo
15_121,Que haya un cambio de partido en el gobierno,MORENA
21_120,Que siga gobernando MORENA,MORENA
17_29,Que haya un cambio de partido en el gobierno,PRI - Partido Revolucionario Institucional
19_6,Que haya un cambio de partido en el gobierno,Ninguno
30_136,Que haya un cambio de partido en el gobierno,MC - Movimiento Ciudadano
15_41,Que siga gobernando MORENA,Ninguno
8_61,Que siga gobernando MORENA,PAN - Partido Acción Nacional
8_61,Que siga gobernando MORENA,PRI - Partido Revolucionario Institucional
15_41,Que siga gobernando MORENA,Ninguno
19_32,No sabe / No respondió,PRI - Partido Revolucionario Institucional
19_32,Que siga gobernando MORENA,MORENA
19_32,Que siga gobernando MORENA,PRI - Partido Revolucionario Institucional
19_32,No sabe / No respondió,Ninguno
19_32,Que haya un cambio de partido en el gobierno,PRI - Partido Revolucionario Institucional
19_32,Que siga gobernando MORENA,MC - Movimiento Ciudadano
17_29,Que siga gobernando MORENA,MORENA
24_11,Que siga gobernando MORENA,MC - Movimiento Ciudadano
24_11,Que haya un cambio de partido en el gobierno,MORENA
24_11,Que haya un cambio de partido en el gobierno,PRI - Partido Revolucionario Institucional
7_102,No sabe / No respondió,PRI - Partido Revolucionario Institucional
30_136,Que haya un cambio de partido en el gobierno,PRI - Partido Revolucionario Institucional
15_41,Que haya un cambio de partido en el gobierno,PRI - Partido Revolucionario Institucional
19_6,Que siga gobernando MORENA,Ninguno
9_11,Que haya un cambio de partido en el gobierno,MORENA
7_102,Que haya un cambio de partido en el gobierno,PAN - Partido Acción Nacional
8_61,Que haya un cambio de partido en el gobierno,PRI - Partido Revolucionario Institucional
21_120,Que siga gobernando MORENA,Ninguno
23_7,Que haya un cambio de partido en el gobierno,MORENA
23_7,Que siga gobernando MORENA,MORENA
23_7,Que siga gobernando MORENA,MORENA
23_7,Que haya un cambio de partido en el gobierno,Ninguno
23_7,Que siga gobernando MORENA,MORENA
7_102,Que siga gobernando MORENA,PT- Partido del Trabajo
17_29,Que siga gobernando MORENA,Ninguno
15_121,Que siga gobernando MORENA,MORENA
15_41,Que siga gobernando MORENA,Ninguno
21_120,Que siga gobernando MORENA,Ninguno
32_24,Que siga gobernando MORENA,PRI - Partido Revolucionario Institucional
32_24,Que siga gobernando MORENA,PRI - Partido Revolucionario Institucional
32_24,No sabe / No respondió,PT- Partido del Trabajo
19_6,Que siga gobernando MORENA,PT- Partido del Trabajo
7_102,Que siga gobernando MORENA,MORENA
30_136,Que haya un cambio de partido en el gobierno,PRI - Partido Revolucionario Institucional
17_29,Que siga gobernando MORENA,PRI - Partido Revolucionario Institucional
17_29,Que haya un cambio de partido en el gobierno,Ninguno
28_33,Que siga gobernando MORENA,PRI - Partido Revolucionario Institucional
11_3,Que siga gobernando MORENA,Ninguno
19_6,Que siga gobernando MORENA,PRI - Partido Revolucionario Institucional
21_120,Que haya un cambio de partido en el gobierno,Ninguno
32_24,Que siga gobernando MORENA,MORENA
7_102,Que haya un cambio de partido en el gobierno,MORENA
17_29,Que haya un cambio de partido en el gobierno,PVEM – Partido Verde Ecologista de México
8_37,Que siga gobernando MORENA,PRI - Partido Revolucionario Institucional
32_24,Que siga gobernando MORENA,MORENA
24_11,Que haya un cambio de partido en el gobierno,PAN - Partido Acción Nacional
24_11,Que haya un cambio de partido en el gobierno,PAN - Partido Acción Nacional
19_6,Que siga gobernando MORENA,MC - Movimiento Ciudadano
17_29,No sabe / No respondió,MC - Movimiento Ciudadano
7_102,Que siga gobernando MORENA,MORENA
30_136,Que haya un cambio de partido en el gobierno,PRI - Partido Revolucionario Institucional
15_121,Que siga gobernando MORENA,MORENA
7_65,Que siga gobernando MORENA,MORENA
7_102,Que siga gobernando MORENA,Ninguno
8_37,Que haya un cambio de partido en el gobierno,PRI - Partido Revolucionario Institucional
7_65,Que siga gobernando MORENA,MORENA
32_24,Que haya un cambio de partido en el gobierno,PAN - Partido Acción Nacional
3_3,Que haya un cambio de partido en el gobierno,MORENA
28_33,Que siga gobernando MORENA,PAN - Partido Acción Nacional
28_33,Que siga gobernando MORENA,PAN - Partido Acción Nacional
11_3,Que haya un cambio de partido en el gobierno,PAN - Partido Acción Nacional
11_3,Que siga gobernando MORENA,PAN - Partido Acción Nacional
7_65,Que haya un cambio de partido en el gobierno,PAN - Partido Acción Nacional
7_65,Que haya un cambio de partido en el gobierno,MORENA
9_13,Que haya un cambio de partido en el gobierno,PRI - Partido Revolucionario Institucional
8_37,Que siga gobernando MORENA,PAN - Partido Acción Nacional
28_33,Que siga gobernando MORENA,PRD - Partido de la Revolución Democrática
3_3,Que siga gobernando MORENA,PRI - Partido Revolucionario Institucional
19_6,Que haya un cambio de partido en el gobierno,MC - Movimiento Ciudadano
32_24,Que siga gobernando MORENA,MORENA
8_37,Que siga gobernando MORENA,PRI - Partido Revolucionario Institucional
24_58,Que haya un cambio de partido en el gobierno,PVEM – Partido Verde Ecologista de México
24_58,No sabe / No respondió,PAN - Partido Acción Nacional
24_58,Que siga gobernando MORENA,PVEM – Partido Verde Ecologista de México
24_58,Que siga gobernando MORENA,PVEM – Partido Verde Ecologista de México
24_58,Que siga gobernando MORENA,PRI - Partido Revolucionario Institucional
24_58,Que siga gobernando MORENA,PRI - Partido Revolucionario Institucional
24_58,Que siga gobernando MORENA,PAN - Partido Acción Nacional
24_58,Que siga gobernando MORENA,Ninguno
24_58,Que siga gobernando MORENA,PVEM – Partido Verde Ecologista de México
24_58,Que siga gobernando MORENA,MORENA
9_13,Que haya un cambio de partido en el gobierno,PRI - Partido Revolucionario Institucional
3_3,Que haya un cambio de partido en el gobierno,PRI - Partido Revolucionario Institucional
19_6,Que siga gobernando MORENA,PVEM – Partido Verde Ecologista de México
9_11,No sabe / No respondió,Ninguno
11_20,No sabe / No respondió,PAN - Partido Acción Nacional
19_6,Que siga gobernando MORENA,PAN - Partido Acción Nacional
30_136,Que haya un cambio de partido en el gobierno,PRI - Partido Revolucionario Institucional
9_13,Que haya un cambio de partido en el gobierno,MORENA
9_11,No sabe / No respondió,Ninguno
32_24,Que siga gobernando MORENA,PAN - Partido Acción Nacional
9_5,Que haya un cambio de partido en el gobierno,Ninguno
11_20,Que siga gobernando MORENA,Ninguno
20_526,No sabe / No respondió,Ninguno
20_526,Que haya un cambio de partido en el gobierno,PRI - Partido Revolucionario Institucional
20_526,Que siga gobernando MORENA,PAN - Partido Acción Nacional
30_136,No sabe / No respondió,PAN - Partido Acción Nacional
20_526,Que siga gobernando MORENA,PAN - Partido Acción Nacional
11_20,Que haya un cambio de partido en el gobierno,PRI - Partido Revolucionario Institucional
16_17,Que siga gobernando MORENA,PAN - Partido Acción Nacional
9_8,Que siga gobernando MORENA,PAN - Partido Acción Nacional
20_526,Que siga gobernando MORENA,PAN - Partido Acción Nacional
8_37,Que siga gobernando MORENA,PAN - Partido Acción Nacional
17_7,Que siga gobernando MORENA,PAN - Partido Acción Nacional
11_20,Que haya un cambio de partido en el gobierno,PVEM – Partido Verde Ecologista de México
3_3,Que siga gobernando MORENA,PAN - Partido Acción Nacional
17_7,Que siga gobernando MORENA,MORENA
17_7,Que siga gobernando MORENA,PRI - Partido Revolucionario Institucional
16_17,Que haya un cambio de partido en el gobierno,No sabe / No respondió
32_24,Que haya un cambio de partido en el gobierno,MORENA
9_14,Que haya un cambio de partido en el gobierno,PT- Partido del Trabajo
30_136,Que siga gobernando MORENA,PAN - Partido Acción Nacional
11_20,Que haya un cambio de partido en el gobierno,PT- Partido del Trabajo
17_7,Que siga gobernando MORENA,PAN - Partido Acción Nacional
8_37,Que siga gobernando MORENA,PAN - Partido Acción Nacional
9_8,Que siga gobernando MORENA,PAN - Partido Acción Nacional
19_6,Que siga gobernando MORENA,PAN - Partido Acción Nacional
17_7,Que siga gobernando MORENA,MC - Movimiento Ciudadano
3_3,No sabe / No respondió,Ninguno
16_17,Que siga gobernando MORENA,PAN - Partido Acción Nacional
30_136,Que haya un cambio de partido en el gobierno,PAN - Partido Acción Nacional
9_11,Que siga gobernando MORENA,PAN - Partido Acción Nacional
17_7,Que siga gobernando MORENA,Ninguno
3_3,Que siga gobernando MORENA,PAN - Partido Acción Nacional
19_6,Que siga gobernando MORENA,PVEM – Partido Verde Ecologista de México
16_17,Que haya un cambio de partido en el gobierno,No sabe / No respondió
11_20,Que haya un cambio de partido en el gobierno,PAN - Partido Acción Nacional
17_7,Que haya un cambio de partido en el gobierno,PAN - Partido Acción Nacional
17_7,Que haya un cambio de partido en el gobierno,Ninguno
9_11,Que haya un cambio de partido en el gobierno,MORENA
9_8,Que siga gobernando MORENA,PRI - Partido Revolucionario Institucional
19_6,Que siga gobernando MORENA,No sabe / No respondió
19_6,Que siga gobernando MORENA,PAN - Partido Acción Nacional
19_6,Que siga gobernando MORENA,PAN - Partido Acción Nacional
19_6,Que siga gobernando MORENA,PRI - Partido Revolucionario Institucional
19_6,Que siga gobernando MORENA,Ninguno
11_20,Que siga gobernando MORENA,PAN - Partido Acción Nacional
17_7,Que haya un cambio de partido en el gobierno,MC - Movimiento Ciudadano
26_30,Que siga gobernando MORENA,Ninguno
8_37,Que siga gobernando MORENA,PRI - Partido Revolucionario Institucional
16_17,Que siga gobernando MORENA,PRI - Partido Revolucionario Institucional
17_7,Que haya un cambio de partido en el gobierno,PRI - Partido Revolucionario Institucional
23_7,Que haya un cambio de partido en el gobierno,No sabe / No respondió
23_7,Que haya un cambio de partido en el gobierno,MORENA
23_7,Que siga gobernando MORENA,PAN - Partido Acción Nacional
23_7,Que siga gobernando MORENA,PAN - Partido Acción Nacional
23_7,Que siga gobernando MORENA,PAN - Partido Acción Nacional
9_11,Que siga gobernando MORENA,PAN - Partido Acción Nacional
26_30,Que siga gobernando MORENA,Ninguno
16_17,Que siga gobernando MORENA,PAN - Partido Acción Nacional
11_25,Que siga gobernando MORENA,PAN - Partido Acción Nacional
14_120,Que haya un cambio de partido en el gobierno,No sabe / No respondió
11_20,Que siga gobernando MORENA,PAN - Partido Acción Nacional
14_120,Que haya un cambio de partido en el gobierno,PRI - Partido Revolucionario Institucional
30_136,Que haya un cambio de partido en el gobierno,PVEM – Partido Verde Ecologista de México
8_37,Que siga gobernando MORENA,PRI - Partido Revolucionario Institucional
11_20,Que siga gobernando MORENA,MORENA
11_25,Que haya un cambio de partido en el gobierno,PAN - Partido Acción Nacional
16_17,Que siga gobernando MORENA,PAN - Partido Acción Nacional
30_82,Que haya un cambio de partido en el gobierno,PAN - Partido Acción Nacional
5_25,Que siga gobernando MORENA,MC - Movimiento Ciudadano
11_25,Que siga gobernando MORENA,PAN - Partido Acción Nacional
14_120,Que haya un cambio de partido en el gobierno,PAN - Partido Acción Nacional
14_120,Que haya un cambio de partido en el gobierno,Ninguno
8_37,Que haya un cambio de partido en el gobierno,No sabe / No respondió
11_20,Que siga gobernando MORENA,PAN - Partido Acción Nacional
8_37,Que siga gobernando MORENA,No sabe / No respondió
11_3,Que haya un cambio de partido en el gobierno,MORENA
11_3,Que haya un cambio de partido en el gobierno,PT- Partido del Trabajo
11_3,Que haya un cambio de partido en el gobierno,PAN - Partido Acción Nacional
11_3,Que haya un cambio de partido en el gobierno,No sabe / No respondió
11_3,Que haya un cambio de partido en el gobierno,No sabe / No respondió
11_3,No sabe / No respondió,PAN - Partido Acción Nacional
11_3,Que siga gobernando MORENA,PAN - Partido Acción Nacional
11_3,Que haya un cambio de partido en el gobierno,PAN - Partido Acción Nacional
11_25,Que siga gobernando MORENA,No sabe / No respondió
30_82,Que siga gobernando MORENA,PAN - Partido Acción Nacional
11_25,Que haya un cambio de partido en el gobierno,No sabe / No respondió
14_120,Que haya un cambio de partido en el gobierno,Ninguno
14_120,Que siga gobernando MORENA,MC - Movimiento Ciudadano
14_120,Que siga gobernando MORENA,MC - Movimiento Ciudadano
14_120,Que haya un cambio de partido en el gobierno,PAN - Partido Acción Nacional
11_25,Que haya un cambio de partido en el gobierno,PAN - Partido Acción Nacional
11_25,Que haya un cambio de partido en el gobierno,PAN - Partido Acción Nacional
11_25,Que haya un cambio de partido en el gobierno,PAN - Partido Acción Nacional
5_25,Que siga gobernando MORENA,MORENA
11_25,Que haya un cambio de partido en el gobierno,MORENA
14_120,Que siga gobernando MORENA,PRI - Partido Revolucionario Institucional
11_25,Que haya un cambio de partido en el gobierno,PAN - Partido Acción Nacional
5_25,Que siga gobernando MORENA,PT- Partido del Trabajo
28_33,Que siga gobernando MORENA,MORENA
2_3,Que siga gobernando MORENA,MC - Movimiento Ciudadano
28_33,Que siga gobernando MORENA,MORENA
28_33,Que siga gobernando MORENA,PRI - Partido Revolucionario Institucional
28_33,Que siga gobernando MORENA,PRI - Partido Revolucionario Institucional
14_120,Que haya un cambio de partido en el gobierno,PRI - Partido Revolucionario Institucional
28_33,Que siga gobernando MORENA,MORENA
28_33,Que siga gobernando MORENA,PRI - Partido Revolucionario Institucional
5_25,Que siga gobernando MORENA,PRI - Partido Revolucionario Institucional
