SbjNum,ESTADO,SECC,Edad,Sexo,DOMICILIO,CREDENCIAL,P2,P3A,P3B,P3C,P4,P5,P6,PESOF,percepcion,ideologia,aux,KEY
199371739,22,570,5,2,1,1,3,-1,-1,-1,99,7,1,212894.25,Aprueba,PAN,22_570,22_16
199375652,22,570,1,1,1,1,7,-1,-1,-1,1,7,1,99542.85,Aprueba,MORENA,22_570,22_16
199375614,22,570,2,2,1,1,7,-1,-1,-1,99,7,1,183559.89,Aprueba,MORENA,22_570,22_16
199376372,22,570,1,2,1,1,95,1,-1,-1,1,7,1,137284.49,Aprueba,NS,22_570,22_16
199376665,22,570,3,1,1,1,7,1,2,99,1,7,1,154615.96,Aprueba,MORENA,22_570,22_16
199419028,9,576,1,2,1,1,7,2,99,-1,1,7,2,16550.14,NS,MORENA,9_576,9_3
199419140,9,576,4,2,1,1,1,3,1,3,2,1,3,49053.77,Desaprueba,PAN,9_576,9_3
199419176,9,576,5,1,1,1,7,1,1,-1,1,7,1,29985.43,Aprueba,MORENA,9_576,9_3
199419117,9,576,5,2,1,1,2,3,1,-1,2,2,3,72353.30,Desaprueba,PAN,9_576,9_3
199421079,9,576,2,1,1,1,1,3,1,99,2,1,3,72866.73,Desaprueba,PAN,9_576,9_3
199421088,9,576,2,2,1,1,1,3,1,2,2,1,3,56286.90,Desaprueba,PAN,9_576,9_3
199420711,9,576,3,2,1,1,1,1,1,1,2,1,1,83348.95,Aprueba,PAN,9_576,9_3
199420860,9,576,1,2,1,1,3,3,1,-1,2,3,3,22712.47,Desaprueba,PAN,9_576,9_3
199422091,9,576,4,1,1,1,1,1,-1,-1,2,1,1,49924.71,Aprueba,PAN,9_576,9_3
199422973,9,576,2,1,1,1,7,1,3,3,1,7,1,33778.12,Aprueba,MORENA,9_576,9_3
199422060,9,576,1,1,1,1,1,1,3,3,1,1,1,56056.21,Aprueba,PAN,9_576,9_3
199352198,5,577,2,1,1,1,7,-1,-1,-1,1,7,1,24155.64,Aprueba,MORENA,5_577,5_25
199353047,5,577,1,1,1,1,7,1,1,-1,1,7,1,23160.70,Aprueba,MORENA,5_577,5_25
199355215,5,577,5,2,1,1,99,-1,-1,-1,99,99,3,48299.49,Desaprueba,NS,5_577,5_25
199356220,5,577,1,2,1,1,2,-1,-1,-1,1,2,3,50298.48,Desaprueba,PAN,5_577,5_25
199357312,5,577,4,2,1,1,7,-1,-1,-1,2,7,1,29427.95,Aprueba,MORENA,5_577,5_25
199361306,5,577,3,1,1,1,5,1,3,3,1,7,1,51089.28,Aprueba,MORENA,5_577,5_25
199362309,5,577,3,2,1,1,99,1,3,3,1,3,1,46787.37,Aprueba,NS,5_577,5_25
199363493,5,577,5,1,1,1,95,1,1,-1,1,7,1,48386.57,Aprueba,NS,5_577,5_25
199365751,5,577,2,2,1,1,6,1,1,1,3,6,1,39942.05,Aprueba,MC,5_577,5_25
199366775,5,577,4,1,1,1,7,1,3,-1,1,7,1,20973.77,Aprueba,MORENA,5_577,5_25
199424293,21,609,4,2,1,1,95,2,2,-1,99,95,99,28126.31,NS,NS,21_609,21_72
199424366,21,609,2,1,1,1,7,1,2,-1,1,7,1,43722.85,Aprueba,MORENA,21_609,21_72
199424279,21,609,1,2,1,1,7,1,1,1,1,7,1,21422.73,Aprueba,MORENA,21_609,21_72
199424612,21,609,2,2,1,1,4,1,2,-1,1,4,2,29260.93,NS,MORENA,21_609,21_72
199424745,21,609,3,1,1,1,7,2,3,-1,1,7,1,39140.38,Aprueba,MORENA,21_609,21_72
199424840,21,609,5,1,1,1,7,1,-1,-1,1,7,1,38813.54,Aprueba,MORENA,21_609,21_72
199425666,21,609,5,2,1,1,4,1,1,-1,1,3,99,58559.67,NS,MORENA,21_609,21_72
199425463,21,609,4,1,1,1,95,2,2,-1,1,95,1,28625.68,Aprueba,NS,21_609,21_72
199425256,21,609,3,2,1,1,7,1,1,-1,1,7,1,44124.32,Aprueba,MORENA,21_609,21_72
199425668,21,609,2,1,1,1,7,1,2,-1,1,7,1,29840.33,Aprueba,MORENA,21_609,21_72
199425816,21,609,2,2,1,1,7,1,3,-1,1,7,1,43902.79,Aprueba,MORENA,21_609,21_72
199410789,9,621,5,2,1,1,95,3,1,99,2,1,3,52545.79,Desaprueba,NS,9_621,9_3
199410561,9,621,5,1,1,1,7,3,3,3,1,7,1,32983.97,Aprueba,MORENA,9_621,9_3
199411241,9,621,3,2,1,1,7,2,3,3,97,7,1,29006.42,Aprueba,MORENA,9_621,9_3
199412170,9,621,1,2,1,1,7,1,3,1,1,7,3,18205.16,Desaprueba,MORENA,9_621,9_3
199413754,9,621,4,2,1,1,7,1,3,-1,1,7,1,17071.30,Aprueba,MORENA,9_621,9_3
199412454,9,621,3,1,1,1,95,1,2,2,97,6,3,49362.35,Desaprueba,NS,9_621,9_3
199411961,9,621,2,2,1,1,7,1,1,-1,1,7,1,19588.51,Aprueba,MORENA,9_621,9_3
199412089,9,621,3,1,1,1,7,1,3,99,1,7,1,26219.11,Aprueba,MORENA,9_621,9_3
199414256,9,621,4,1,1,1,1,3,1,1,2,1,3,54917.18,Desaprueba,PAN,9_621,9_3
199415557,9,621,1,1,1,1,95,1,1,-1,2,1,1,28230.80,Aprueba,NS,9_621,9_3
199374482,15,653,5,1,1,1,2,3,1,3,2,2,3,66764.21,Desaprueba,PAN,15_653,15_22
199371233,15,653,2,1,1,1,99,1,1,-1,1,7,1,47113.51,Aprueba,NS,15_653,15_22
199372026,15,653,2,2,1,1,5,2,-1,-1,1,7,1,40392.35,Aprueba,MORENA,15_653,15_22
199373092,15,653,5,1,1,1,5,3,99,-1,1,5,1,40250.43,Aprueba,MORENA,15_653,15_22
199373394,15,653,5,2,1,1,7,1,3,-1,1,7,1,38391.16,Aprueba,MORENA,15_653,15_22
199377582,15,653,3,2,1,1,5,2,3,-1,1,5,1,52386.11,Aprueba,MORENA,15_653,15_22
199377764,15,653,1,1,1,1,7,1,3,-1,1,7,1,23493.47,Aprueba,MORENA,15_653,15_22
199375942,15,653,1,2,1,1,7,1,3,1,1,7,1,25409.95,Aprueba,MORENA,15_653,15_22
199377361,15,653,4,2,1,1,3,1,3,-1,1,5,1,52523.34,Aprueba,PAN,15_653,15_22
199377341,15,653,3,1,1,1,7,1,2,-1,1,7,1,29917.54,Aprueba,MORENA,15_653,15_22
199379280,22,659,2,2,1,1,7,1,-1,-1,1,7,1,44532.84,Aprueba,MORENA,22_659,22_17
199379582,22,659,3,2,1,1,95,1,3,-1,1,95,1,99301.34,Aprueba,NS,22_659,22_17
199379307,22,659,5,1,1,1,7,1,3,2,1,7,1,70100.14,Aprueba,MORENA,22_659,22_17
199379960,22,659,1,1,1,1,7,2,2,-1,1,7,1,46705.97,Aprueba,MORENA,22_659,22_17
199380099,22,659,2,1,1,1,1,-1,-1,-1,99,1,1,153970.67,Aprueba,PAN,22_659,22_17
199380395,22,659,4,2,1,1,7,-1,-1,-1,1,7,1,52562.91,Aprueba,MORENA,22_659,22_17
199381016,22,659,5,2,1,1,7,1,2,2,1,7,1,69566.04,Aprueba,MORENA,22_659,22_17
199381058,22,659,4,1,1,1,7,1,-1,2,1,7,1,73906.31,Aprueba,MORENA,22_659,22_17
199380951,22,659,3,2,1,1,7,1,3,-1,1,7,1,70923.32,Aprueba,MORENA,22_659,22_17
199381303,22,659,1,2,1,1,7,1,2,-1,1,7,1,46276.14,Aprueba,MORENA,22_659,22_17
199381749,22,659,1,1,1,1,7,-1,-1,-1,1,7,1,46705.97,Aprueba,MORENA,22_659,22_17
199414789,14,678,5,1,1,1,5,1,1,99,1,7,1,55757.53,Aprueba,MORENA,14_678,14_41
199414151,14,678,2,2,1,1,6,1,1,-1,1,7,1,39165.62,Aprueba,MC,14_678,14_41
199414295,14,678,3,2,1,1,7,1,2,-1,1,7,1,17725.22,Aprueba,MORENA,14_678,14_41
199416303,14,678,5,2,1,1,95,1,3,3,1,7,1,54714.37,Aprueba,NS,14_678,14_41
199414920,14,678,3,1,1,1,4,1,3,-1,1,5,3,30584.56,Desaprueba,MORENA,14_678,14_41
199415574,14,678,2,1,1,1,6,3,-1,-1,3,6,3,77015.16,Desaprueba,MC,14_678,14_41
199417401,14,678,4,1,1,1,1,3,1,99,2,1,3,77665.50,Desaprueba,PAN,14_678,14_41
199415822,14,678,1,2,1,1,1,-1,-1,-1,2,1,1,86461.82,Aprueba,PAN,14_678,14_41
199417142,14,678,4,2,1,1,1,3,2,3,97,1,3,38122.00,Desaprueba,PAN,14_678,14_41
199417001,14,678,1,1,1,1,6,1,99,2,1,5,1,24729.18,Aprueba,MC,14_678,14_41
199442732,8,681,5,1,1,1,6,1,1,1,1,4,1,105937.86,Aprueba,MC,8_681,8_19
199444147,8,681,3,1,1,1,7,1,2,-1,1,7,1,80713.83,Aprueba,MORENA,8_681,8_19
199446579,8,681,5,2,1,1,1,2,2,-1,1,5,1,253462.55,Aprueba,PAN,8_681,8_19
199447539,8,681,4,2,1,1,2,3,2,1,3,2,3,60256.41,Desaprueba,PAN,8_681,8_19
199448364,8,681,4,1,1,1,1,3,1,2,97,1,3,177025.54,Desaprueba,PAN,8_681,8_19
199449215,8,681,2,2,1,1,2,3,1,-1,2,2,3,146322.72,Desaprueba,PAN,8_681,8_19
199450297,8,681,1,2,1,1,1,-1,1,-1,2,1,2,197075.29,NS,PAN,8_681,8_19
199451057,8,681,2,1,1,1,7,-1,3,-1,1,7,1,97053.97,Aprueba,MORENA,8_681,8_19
199452329,8,681,1,1,1,1,6,-1,-1,-1,3,1,1,62977.42,Aprueba,MC,8_681,8_19
199452645,8,681,3,2,1,1,1,-1,-1,-1,1,6,1,166138.61,Aprueba,PAN,8_681,8_19
199403968,19,706,5,1,1,1,1,1,1,-1,2,1,3,138059.97,Desaprueba,PAN,19_706,19_26
199405043,19,706,5,2,1,1,7,1,1,3,1,7,1,43345.86,Aprueba,MORENA,19_706,19_26
199406116,19,706,4,2,1,1,7,1,2,99,1,7,1,32751.39,Aprueba,MORENA,19_706,19_26
199406928,19,706,2,1,1,1,7,-1,-1,-1,1,7,1,30352.16,Aprueba,MORENA,19_706,19_26
199407661,19,706,4,1,1,1,95,1,1,1,3,6,1,49616.42,Aprueba,NS,19_706,19_26
199408482,19,706,2,2,1,1,7,1,3,99,1,7,1,53664.92,Aprueba,MORENA,19_706,19_26
199410765,19,706,1,2,1,1,2,-1,-1,-1,3,2,1,63201.28,Aprueba,PAN,19_706,19_26
199411374,19,706,1,1,1,1,7,-1,1,-1,2,7,1,29101.99,Aprueba,MORENA,19_706,19_26
199412057,19,706,1,1,1,1,7,2,2,2,1,7,1,29101.99,Aprueba,MORENA,19_706,19_26
199412870,19,706,3,1,1,1,7,1,3,2,1,7,1,34067.22,Aprueba,MORENA,19_706,19_26
199413810,19,706,1,2,1,1,6,-1,-1,-1,99,6,1,52152.86,Aprueba,MC,19_706,19_26
199363254,27,710,4,1,1,1,7,1,99,-1,1,7,1,40461.90,Aprueba,MORENA,27_710,27_8
199359768,27,710,4,2,1,1,7,1,1,-1,1,7,1,119356.18,Aprueba,MORENA,27_710,27_8
199361653,27,710,5,1,1,1,7,2,2,-1,1,7,1,144388.57,Aprueba,MORENA,27_710,27_8
199361654,27,710,3,2,1,1,7,99,-1,-1,99,7,1,120474.37,Aprueba,MORENA,27_710,27_8
199361691,27,710,5,2,1,1,7,1,99,-1,1,7,1,172331.49,Aprueba,MORENA,27_710,27_8
199363255,27,710,2,2,1,1,7,1,3,1,1,7,1,88119.32,Aprueba,MORENA,27_710,27_8
199361655,27,710,1,1,1,1,7,1,99,-1,1,7,1,74670.74,Aprueba,MORENA,27_710,27_8
199362679,27,710,3,1,1,1,7,1,1,-1,1,7,1,85781.85,Aprueba,MORENA,27_710,27_8
199363256,27,710,3,2,1,1,7,1,2,-1,1,7,1,102610.31,Aprueba,MORENA,27_710,27_8
199363024,27,710,2,1,1,1,7,-1,1,1,2,7,1,132594.85,Aprueba,MORENA,27_710,27_8
199440939,28,752,4,2,1,1,7,-1,2,-1,3,7,1,50659.83,Aprueba,MORENA,28_752,28_27
199443006,28,752,2,2,1,1,7,-1,-1,-1,99,2,1,78750.22,Aprueba,MORENA,28_752,28_27
199443893,28,752,2,2,1,1,1,1,-1,-1,1,1,1,135663.61,Aprueba,PAN,28_752,28_27
199445404,28,752,5,2,1,1,1,99,99,-1,3,1,3,211924.05,Desaprueba,PAN,28_752,28_27
199446115,28,752,1,1,1,1,7,1,-1,-1,1,7,1,45014.95,Aprueba,MORENA,28_752,28_27
199446547,28,752,1,2,1,1,1,1,-1,-1,1,4,1,120037.14,Aprueba,PAN,28_752,28_27
199447708,28,752,5,1,1,1,99,99,99,99,4,99,1,94595.22,Aprueba,NS,28_752,28_27
199448219,28,752,2,1,1,1,1,1,1,-1,2,1,1,155946.18,Aprueba,PAN,28_752,28_27
199448672,28,752,3,1,1,1,95,99,99,-1,99,95,1,73779.68,Aprueba,NS,28_752,28_27
199449500,28,752,4,1,1,1,1,-1,1,-1,2,7,1,123937.17,Aprueba,PAN,28_752,28_27
199450026,28,752,3,2,1,1,7,1,-1,-1,1,7,3,68355.49,Desaprueba,MORENA,28_752,28_27
199357084,15,755,4,2,1,1,7,1,1,-1,1,7,1,31151.72,Aprueba,MORENA,15_755,15_25
199357077,15,755,5,1,1,1,7,1,-1,-1,1,7,1,24137.67,Aprueba,MORENA,15_755,15_25
199358419,15,755,3,1,1,1,7,1,2,-1,1,7,1,23708.06,Aprueba,MORENA,15_755,15_25
199358132,15,755,3,2,1,1,95,1,-1,-1,1,5,1,27349.22,Aprueba,NS,15_755,15_25
199359093,15,755,5,2,1,1,7,1,-1,-1,1,7,1,30422.95,Aprueba,MORENA,15_755,15_25
199361767,15,755,2,2,1,1,7,99,99,99,99,7,3,22539.03,Desaprueba,MORENA,15_755,15_25
199361416,15,755,1,2,1,1,1,1,1,-1,1,1,1,63646.20,Aprueba,PAN,15_755,15_25
199362553,15,755,4,1,1,1,7,1,3,-1,1,7,1,46416.23,Aprueba,MORENA,15_755,15_25
199363976,15,755,1,1,1,1,7,1,1,-1,1,7,1,18617.32,Aprueba,MORENA,15_755,15_25
199363713,15,755,2,1,1,1,95,3,99,-1,97,95,1,37553.88,Aprueba,NS,15_755,15_25
199453512,30,766,5,1,1,1,7,1,1,1,1,7,1,29023.49,Aprueba,MORENA,30_766,30_41
199453670,30,766,5,2,1,1,7,1,-1,-1,1,7,1,34640.29,Aprueba,MORENA,30_766,30_41
199453816,30,766,1,1,1,1,7,-1,3,-1,3,6,1,20301.05,Aprueba,MORENA,30_766,30_41
199455180,30,766,4,2,1,1,95,1,3,99,1,95,1,26428.28,Aprueba,NS,30_766,30_41
199457036,30,766,2,2,1,1,1,2,99,-1,2,1,99,110510.88,NS,PAN,30_766,30_41
199454611,30,766,2,1,1,1,7,1,3,-1,1,7,1,23501.04,Aprueba,MORENA,30_766,30_41
199456882,30,766,1,2,1,1,7,1,-1,-1,1,7,1,19472.74,Aprueba,MORENA,30_766,30_41
199456704,30,766,4,1,1,1,7,1,3,3,1,7,1,8133.23,Aprueba,MORENA,30_766,30_41
199457789,30,766,1,1,1,1,6,1,1,-1,1,6,1,27148.01,Aprueba,MC,30_766,30_41
199458357,30,766,3,2,1,1,95,1,3,-1,1,95,1,28878.45,Aprueba,NS,30_766,30_41
199372290,17,778,4,2,1,1,7,1,3,-1,1,7,1,32492.32,Aprueba,MORENA,17_778,17_28
199371971,17,778,2,2,1,1,7,1,3,1,1,7,1,37283.41,Aprueba,MORENA,17_778,17_28
199372020,17,778,5,1,1,1,7,1,3,3,1,7,1,62779.40,Aprueba,MORENA,17_778,17_28
199373515,17,778,5,2,1,1,7,1,99,-1,1,7,1,69110.93,Aprueba,MORENA,17_778,17_28
199373341,17,778,4,1,1,1,7,1,3,-1,1,7,1,33069.21,Aprueba,MORENA,17_778,17_28
199373094,17,778,2,1,1,1,7,1,3,99,1,7,1,70720.02,Aprueba,MORENA,17_778,17_28
199375975,17,778,3,2,1,1,7,-1,-1,-1,3,7,1,71369.39,Aprueba,MORENA,17_778,17_28
199376615,17,778,2,2,1,1,4,1,3,1,3,6,1,72313.44,Aprueba,MORENA,17_778,17_28
199374834,17,778,1,2,1,1,7,1,-1,99,1,1,1,36023.62,Aprueba,MORENA,17_778,17_28
199377228,17,778,3,1,1,1,4,2,-1,-1,1,4,1,80364.73,Aprueba,MORENA,17_778,17_28
199377412,17,778,1,1,1,1,2,1,1,-1,2,2,3,81386.15,Desaprueba,PAN,17_778,17_28
199445635,11,791,4,2,1,1,7,1,3,-1,1,7,1,30237.29,Aprueba,MORENA,11_791,11_14
199445959,11,791,1,2,1,1,2,-1,-1,-1,99,2,1,51681.81,Aprueba,PAN,11_791,11_14
199448499,11,791,3,2,1,1,1,1,1,-1,2,1,1,103964.07,Aprueba,PAN,11_791,11_14
199448500,11,791,1,1,1,1,1,1,1,-1,2,1,3,75219.97,Desaprueba,PAN,11_791,11_14
199448692,11,791,5,2,1,1,2,-1,-1,-1,99,1,1,85139.13,Aprueba,PAN,11_791,11_14
199450099,11,791,5,1,1,1,6,1,3,1,3,6,3,64602.84,Desaprueba,MC,11_791,11_14
199452967,11,791,1,2,1,1,7,-1,-1,-1,99,7,1,23578.66,Aprueba,MORENA,11_791,11_14
199452968,11,791,2,1,1,1,2,-1,-1,-1,1,2,1,54402.63,Aprueba,PAN,11_791,11_14
199452969,11,791,4,1,1,1,5,1,1,-1,2,5,1,28477.68,Aprueba,MORENA,11_791,11_14
199454876,11,791,2,1,1,1,6,1,1,1,1,7,1,33191.05,Aprueba,MC,11_791,11_14
199446372,30,798,5,1,1,1,7,1,3,-1,1,7,1,29023.49,Aprueba,MORENA,30_798,30_41
199446544,30,798,4,1,1,1,7,1,-1,-1,1,7,1,8133.23,Aprueba,MORENA,30_798,30_41
199446260,30,798,5,2,1,1,7,1,-1,-1,1,7,1,34640.29,Aprueba,MORENA,30_798,30_41
199448057,30,798,2,1,1,1,7,1,3,-1,1,7,1,26652.84,Aprueba,MORENA,30_798,30_41
199448323,30,798,2,2,1,1,1,3,1,1,2,1,3,55986.93,Desaprueba,PAN,30_798,30_41
199448018,30,798,4,2,1,1,7,1,3,-1,1,7,1,23991.74,Aprueba,MORENA,30_798,30_41
199450102,30,798,1,1,1,1,7,1,3,-1,1,7,1,15009.54,Aprueba,MORENA,30_798,30_41
199449970,30,798,3,2,1,1,95,3,3,-1,97,95,2,33906.08,NS,NS,30_798,30_41
199449801,30,798,3,1,1,1,7,1,2,-1,1,7,1,17242.98,Aprueba,MORENA,30_798,30_41
199451894,30,798,5,2,1,1,7,1,1,-1,1,7,1,34640.29,Aprueba,MORENA,30_798,30_41
199372661,15,815,3,2,1,1,7,1,3,1,1,7,1,21115.76,Aprueba,MORENA,15_815,15_25
199372196,15,815,5,1,1,1,1,3,1,3,2,1,3,76294.62,Desaprueba,PAN,15_815,15_25
199373089,15,815,5,2,1,1,7,1,3,3,1,7,1,30422.95,Aprueba,MORENA,15_815,15_25
199373663,15,815,3,1,1,1,7,1,3,99,1,7,1,23708.06,Aprueba,MORENA,15_815,15_25
199375529,15,815,2,1,1,1,7,1,3,1,1,7,1,29517.78,Aprueba,MORENA,15_815,15_25
199374780,15,815,1,2,1,1,7,1,-1,-1,1,7,1,20136.03,Aprueba,MORENA,15_815,15_25
199375882,15,815,2,2,1,1,7,1,1,-1,1,7,1,26656.91,Aprueba,MORENA,15_815,15_25
199376200,15,815,4,2,1,1,7,1,1,1,1,7,1,31151.72,Aprueba,MORENA,15_815,15_25
199376427,15,815,4,1,1,1,7,1,-1,-1,1,7,1,13092.84,Aprueba,MORENA,15_815,15_25
199376819,15,815,1,1,1,1,7,1,3,1,1,7,1,18617.32,Aprueba,MORENA,15_815,15_25
199311080,5,831,3,1,1,1,2,1,1,-1,2,2,1,196815.93,Aprueba,PAN,5_831,5_30
199311951,5,831,1,1,1,1,2,1,1,-1,1,2,3,168130.39,Desaprueba,PAN,5_831,5_30
199312946,5,831,1,2,1,1,1,1,1,-1,2,2,1,219209.66,Aprueba,PAN,5_831,5_30
199314257,5,831,2,2,1,1,7,1,1,-1,1,7,1,73136.76,Aprueba,MORENA,5_831,5_30
199317017,5,831,2,1,1,1,1,1,1,-1,3,1,1,252867.66,Aprueba,PAN,5_831,5_30
199319517,5,831,3,2,1,1,2,-1,-1,-1,99,2,3,232378.72,Desaprueba,PAN,5_831,5_30
199320328,5,831,4,2,1,1,2,1,1,1,2,2,3,189213.96,Desaprueba,PAN,5_831,5_30
199320842,5,831,4,1,1,1,7,1,3,-1,1,7,1,69462.84,Aprueba,MORENA,5_831,5_30
199322525,5,831,5,1,1,1,7,1,1,1,1,7,1,115126.20,Aprueba,MORENA,5_831,5_30
199323013,5,831,5,2,1,1,2,-1,1,-1,2,2,3,250421.19,Desaprueba,PAN,5_831,5_30
199452120,12,846,2,2,1,1,5,1,2,-1,1,5,2,154648.08,NS,MORENA,12_846,12_18
199452377,12,846,1,2,1,1,4,-1,-1,1,3,6,1,110760.59,Aprueba,MORENA,12_846,12_18
199452233,12,846,5,1,1,1,7,1,3,-1,1,7,1,103464.26,Aprueba,MORENA,12_846,12_18
199452974,12,846,5,2,1,1,7,-1,-1,-1,1,7,1,113899.00,Aprueba,MORENA,12_846,12_18
199453430,12,846,4,2,1,1,7,1,1,-1,1,5,1,49827.06,Aprueba,MORENA,12_846,12_18
199452985,12,846,3,2,1,1,7,1,2,3,1,7,1,117621.07,Aprueba,MORENA,12_846,12_18
199453761,12,846,4,1,1,1,4,1,1,1,1,4,1,97520.93,Aprueba,MORENA,12_846,12_18
199454989,12,846,2,1,1,1,7,1,-1,-1,1,7,1,79544.60,Aprueba,MORENA,12_846,12_18
199454413,12,846,3,1,1,1,4,2,2,-1,1,4,1,132445.94,Aprueba,MORENA,12_846,12_18
199455081,12,846,1,1,1,1,7,1,-1,-1,1,7,1,61193.48,Aprueba,MORENA,12_846,12_18
199379091,15,847,1,1,1,1,7,1,1,-1,4,3,1,17793.06,Aprueba,MORENA,15_847,15_25
199379195,15,847,4,1,1,1,7,1,3,3,1,7,1,46416.23,Aprueba,MORENA,15_847,15_25
199406603,15,847,3,2,1,1,7,1,-1,-1,99,7,1,31415.28,Aprueba,MORENA,15_847,15_25
199406431,15,847,3,1,1,1,95,1,-1,-1,1,95,1,33194.18,Aprueba,NS,15_847,15_25
199406780,15,847,5,2,1,1,6,2,3,-1,1,6,1,55026.51,Aprueba,MC,15_847,15_25
199408187,15,847,4,2,1,1,7,1,-1,-1,97,7,1,24293.08,Aprueba,MORENA,15_847,15_25
199408771,15,847,2,2,1,1,2,1,1,1,1,2,1,49403.05,Aprueba,PAN,15_847,15_25
199409652,15,847,2,1,1,1,3,2,1,-1,2,3,1,36808.78,Aprueba,PAN,15_847,15_25
199408047,15,847,5,1,1,1,95,-1,-1,-1,97,95,3,33795.69,Desaprueba,NS,15_847,15_25
199409355,15,847,1,2,1,1,7,1,2,2,97,7,1,20136.03,Aprueba,MORENA,15_847,15_25
199404138,31,886,3,1,1,1,7,1,-1,-1,1,7,1,82344.73,Aprueba,MORENA,31_886,31_89
199403989,31,886,5,2,1,1,99,-1,-1,-1,99,99,1,231617.33,Aprueba,NS,31_886,31_89
199406105,31,886,1,1,1,1,7,1,3,-1,1,7,1,71678.82,Aprueba,MORENA,31_886,31_89
199405982,31,886,4,2,1,1,7,1,-1,-1,1,7,1,90141.83,Aprueba,MORENA,31_886,31_89
199407785,31,886,5,1,1,1,99,-1,-1,-1,99,99,99,194061.42,NS,NS,31_886,31_89
199407763,31,886,1,2,1,1,7,1,1,-1,1,7,1,92993.06,Aprueba,MORENA,31_886,31_89
199404683,31,886,2,2,1,1,1,1,99,-1,1,5,1,239300.12,Aprueba,PAN,31_886,31_89
199407379,31,886,3,2,1,1,7,1,1,-1,1,7,1,115647.18,Aprueba,MORENA,31_886,31_89
199409839,31,886,4,1,1,1,95,1,3,-1,1,95,1,54381.68,Aprueba,NS,31_886,31_89
199409621,31,886,2,1,1,1,5,1,1,3,2,5,1,148305.04,Aprueba,MORENA,31_886,31_89
199398750,20,903,3,2,1,1,2,1,-1,-1,1,2,1,93601.07,Aprueba,PAN,20_903,20_147
199399887,20,903,5,1,1,1,7,1,2,-1,1,7,1,51180.02,Aprueba,MORENA,20_903,20_147
199401831,20,903,4,1,1,1,7,1,3,1,1,7,1,14342.14,Aprueba,MORENA,20_903,20_147
199407463,20,903,1,2,1,1,7,1,1,-1,1,7,1,34338.22,Aprueba,MORENA,20_903,20_147
199408957,20,903,2,2,1,1,2,-1,-1,-1,1,7,1,72165.56,Aprueba,PAN,20_903,20_147
199409320,20,903,5,2,1,1,5,1,3,3,1,3,1,82908.62,Aprueba,MORENA,20_903,20_147
199413747,20,903,3,1,1,1,99,1,3,3,1,99,1,42572.49,Aprueba,NS,20_903,20_147
199416657,20,903,4,2,1,1,7,1,2,-1,1,7,1,42307.03,Aprueba,MORENA,20_903,20_147
199418878,20,903,2,1,1,1,7,1,-1,-1,1,7,1,41441.73,Aprueba,MORENA,20_903,20_147
199419790,20,903,3,1,1,1,7,1,3,-1,1,7,1,64537.78,Aprueba,MORENA,20_903,20_147
199379870,17,912,5,2,1,1,1,1,3,-1,1,4,1,923358.58,Aprueba,PAN,17_912,17_11
199380047,17,912,4,2,1,1,7,1,3,-1,1,7,1,161298.43,Aprueba,MORENA,17_912,17_11
199380590,17,912,5,1,1,1,95,3,1,99,2,1,3,450995.30,Desaprueba,NS,17_912,17_11
199380410,17,912,1,1,1,1,95,1,1,-1,4,7,1,256571.36,Aprueba,NS,17_912,17_11
199380602,17,912,2,1,1,1,7,1,-1,-1,1,4,1,212100.26,Aprueba,MORENA,17_912,17_11
199381062,17,912,2,2,1,1,6,1,2,1,3,6,1,334761.69,Aprueba,MC,17_912,17_11
199381247,17,912,3,2,1,1,7,1,2,-1,1,7,1,274067.69,Aprueba,MORENA,17_912,17_11
199381362,17,912,1,2,1,1,2,1,1,-1,1,5,1,369794.76,Aprueba,PAN,17_912,17_11
199381837,17,912,4,1,1,1,5,1,2,-1,1,7,1,328625.67,Aprueba,MORENA,17_912,17_11
199381783,17,912,3,1,1,1,3,3,1,2,2,3,1,339972.77,Aprueba,PAN,17_912,17_11
199423979,26,942,3,1,1,1,7,1,2,99,1,7,1,73829.34,Aprueba,MORENA,26_942,26_59
199424356,26,942,4,2,1,1,7,-1,-1,-1,1,7,1,139253.70,Aprueba,MORENA,26_942,26_59
199424570,26,942,5,2,1,1,95,1,2,-1,1,7,1,176234.81,Aprueba,NS,26_942,26_59
199424855,26,942,4,2,1,1,5,1,99,-1,1,7,1,197760.98,Aprueba,MORENA,26_942,26_59
199425066,26,942,2,1,1,1,4,1,1,-1,1,99,1,181026.39,Aprueba,MORENA,26_942,26_59
199425385,26,942,3,1,1,1,7,1,3,99,99,7,1,73829.34,Aprueba,MORENA,26_942,26_59
199425664,26,942,3,2,1,1,99,99,99,-1,99,99,1,79937.03,Aprueba,NS,26_942,26_59
199425808,26,942,5,1,1,1,7,1,3,3,1,7,1,126461.98,Aprueba,MORENA,26_942,26_59
199426099,26,942,2,1,1,1,7,1,1,-1,1,3,1,119945.49,Aprueba,MORENA,26_942,26_59
199426308,26,942,3,2,1,1,1,3,1,1,2,1,3,180459.86,Desaprueba,PAN,26_942,26_59
199300569,30,982,5,1,1,1,7,99,99,-1,1,7,1,29023.49,Aprueba,MORENA,30_982,30_46
199303040,30,982,5,2,1,1,7,1,2,-1,1,7,1,34640.29,Aprueba,MORENA,30_982,30_46
199305274,30,982,3,2,1,1,7,1,3,-1,1,7,1,20625.66,Aprueba,MORENA,30_982,30_46
199309450,30,982,1,2,1,1,95,3,3,-1,97,6,2,36661.05,NS,NS,30_982,30_46
