percepcion,ideologia,KEY
desaprueba algo,PAN mucho,20_278
aprueba algo,Ninguno ,20_44
desaprueba mucho,Ninguno ,20_44
aprueba algo,PAN mucho,20_278
desaprueba algo,PT mucho,20_44
desaprueba algo,Ninguno ,20_184
desaprueba mucho,PRI mucho,20_44
neutro,Ninguno ,20_44
desaprueba mucho,Ns/Nc,20_184
desaprueba algo,Ninguno ,20_184
N/S,PAN poco,20_184
aprueba mucho,PAN poco,20_44
desaprueba algo,PAN mucho,20_417
aprueba algo,Ninguno ,20_184
aprueba algo,PAN poco,20_184
desaprueba mucho,PRD poco,20_184
desaprueba algo,PRD poco,20_184
aprueba mucho,Ns/Nc,20_44
aprueba algo,PAN mucho,20_417
aprueba mucho,Ns/Nc,20_184
desaprueba algo,PAN poco,20_184
desaprueba algo,Ns/Nc,20_417
aprueba algo,Ns/Nc,20_184
desaprueba algo,PRD poco,20_184
aprueba algo,PRI mucho,20_278
desaprueba algo,PT mucho,20_184
aprueba mucho,Ns/Nc,20_44
neutro,Ninguno ,20_278
aprueba algo,Ns/Nc,20_44
aprueba algo,Ninguno ,20_278
desaprueba algo,Ns/Nc,20_184
neutro,Ninguno ,20_278
aprueba algo,Ns/Nc,20_184
desaprueba algo,Ns/Nc,20_184
desaprueba algo,PRI mucho,20_417
neutro,Ns/Nc,20_184
desaprueba mucho,Ninguno ,20_184
desaprueba mucho,PRI poco ,20_166
desaprueba algo,Ninguno ,20_184
neutro,Ns/Nc,20_44
desaprueba mucho,PAN mucho,20_184
desaprueba algo,PRI mucho,20_468
neutro,PRI mucho,20_184
desaprueba mucho,Ns/Nc,20_44
N/S,Ninguno ,20_44
neutro,PAN mucho,20_184
desaprueba mucho,PRD poco,20_166
desaprueba mucho,Ns/Nc,20_184
desaprueba mucho,Ns/Nc,20_184
neutro,PRD poco,20_184
neutro,Ns/Nc,20_44
aprueba mucho,MC poco,20_468
desaprueba mucho,Ns/Nc,20_184
desaprueba mucho,Ninguno ,20_278
desaprueba algo,Ns/Nc,20_278
desaprueba algo,Ns/Nc,20_2
aprueba algo,PAN mucho,20_2
desaprueba algo,Ns/Nc,20_166
desaprueba,PAN poco,20_174
desaprueba,PAN mucho,20_174
desaprueba,PAN mucho,20_174
aprueba algo,PAN poco,20_174
desaprueba,PAN poco,20_174
desaprueba,PAN poco,20_174
desaprueba,PAN mucho,20_174
desaprueba,PAN mucho,20_174
desaprueba,PAN poco,20_174
desaprueba,PAN poco,20_398
desaprueba,PRD poco,20_398
aprueba algo,PRD poco,20_398
aprueba algo,PRD poco,20_398
desaprueba,Ns/Nc,20_398
N/S,PVEM poco,20_398
N/S,Morena mucho,20_398
desaprueba,PAN mucho,20_398
desaprueba,PVEM poco,20_398
aprueba algo,PAN poco,20_398
desaprueba,PRI mucho,20_398
desaprueba,PRI mucho,20_398
aprueba algo,PRI poco ,20_13
aprueba algo,PRI mucho,20_13
desaprueba,PRI mucho,20_13
aprueba algo,PRI mucho,20_13
desaprueba,PRI mucho,20_13
desaprueba,PRI mucho,20_13
desaprueba,PRI mucho,20_13
desaprueba,PRI mucho,20_13
aprueba algo,PRI mucho,20_15
desaprueba,PRI mucho,20_15
aprueba algo,PRI mucho,20_15
desaprueba,PRI mucho,20_15
desaprueba,PRI mucho,20_15
desaprueba,PNA poco ,20_15
desaprueba,PRI mucho,20_15
desaprueba,PAN mucho,20_15
desaprueba,PRI mucho,20_15
desaprueba,PRI mucho,20_15
aprueba algo,PVEM mucho,20_15
desaprueba,PRI mucho,20_15
desaprueba,PRI mucho,20_17
desaprueba,PRI mucho,20_17
desaprueba,PRI mucho,20_17
desaprueba,PRI mucho,20_23
desaprueba,PRI mucho,20_23
desaprueba,PRI mucho,20_23
desaprueba,PRI mucho,20_23
aprueba algo,PRI mucho,20_23
desaprueba,PVEM mucho,20_23
desaprueba,PVEM mucho,20_23
desaprueba,Morena mucho,20_23
desaprueba,PVEM poco,20_23
desaprueba,PVEM poco,20_23
aprueba algo,PVEM mucho,20_23
aprueba algo,PRI mucho,20_23
desaprueba,PVEM mucho,20_23
aprueba algo,PVEM mucho,20_23
desaprueba,PVEM mucho,20_23
desaprueba,PRI mucho,20_23
desaprueba,PVEM mucho,20_23
desaprueba,PRI poco ,20_23
desaprueba,PRI poco ,20_23
aprueba algo,PRI poco ,20_23
aprueba algo,PVEM mucho,20_23
aprueba algo,PRI poco ,20_23
desaprueba,PRI poco ,20_23
desaprueba,PRI poco ,20_23
desaprueba,PVEM mucho,20_23
desaprueba,PRI mucho,20_23
desaprueba,PRI poco ,20_23
aprueba algo,PVEM mucho,20_23
desaprueba,PVEM mucho,20_23
aprueba algo,PRI poco ,20_23
desaprueba,PVEM mucho,20_23
aprueba algo,PRI mucho,20_23
aprueba algo,PVEM mucho,20_23
desaprueba,PRI mucho,20_23
desaprueba,PVEM mucho,20_23
aprueba algo,PRI mucho,20_23
desaprueba,PES poco ,20_23
aprueba algo,PVEM mucho,20_23
aprueba algo,PVEM mucho,20_23
aprueba algo,PVEM mucho,20_23
aprueba algo,PVEM mucho,20_23
aprueba algo,PRI mucho,20_23
N/S,Morena poco ,20_28
desaprueba,PRI poco ,20_28
desaprueba,PAN mucho,20_28
desaprueba,Ninguno ,20_28
aprueba algo,PVEM poco,20_28
desaprueba,PRD mucho,20_28
aprueba algo,Ninguno ,20_28
desaprueba,PRD mucho,20_28
aprueba algo,PRI poco ,20_28
desaprueba,PVEM mucho,20_28
desaprueba,Ns/Nc,20_28
desaprueba,PAN mucho,20_28
aprueba algo,PVEM poco,20_28
desaprueba,PRD poco,20_28
aprueba algo,PVEM poco,20_28
desaprueba,PRD mucho,20_28
desaprueba,Ninguno ,20_28
desaprueba,PAN poco,20_28
desaprueba,Ninguno ,20_28
desaprueba,Morena mucho,20_28
desaprueba,PAN poco,20_28
aprueba algo,PVEM poco,20_28
desaprueba,PRD mucho,20_28
N/S,Ns/Nc,20_28
aprueba algo,PRD mucho,20_28
N/S,PRD mucho,20_28
N/S,MC mucho,20_28
N/S,Ns/Nc,20_28
aprueba algo,PRI mucho,20_28
aprueba algo,PAN mucho,20_28
aprueba algo,PRD poco,20_28
aprueba algo,PRI mucho,20_28
desaprueba,PRI mucho,20_28
desaprueba,PRI mucho,20_28
aprueba algo,PRI mucho,20_28
aprueba algo,PRI mucho,20_28
aprueba algo,PRI mucho,20_28
aprueba algo,PVEM mucho,20_28
aprueba algo,PVEM mucho,20_28
aprueba algo,PVEM mucho,20_28
desaprueba,PVEM mucho,20_28
aprueba algo,PRI poco ,20_28
desaprueba,PRI poco ,20_28
aprueba algo,PVEM mucho,20_28
aprueba algo,PRD mucho,20_28
desaprueba,PVEM poco,20_28
aprueba algo,PRD poco,20_28
desaprueba,PRD poco,20_28
aprueba algo,PRI mucho,20_28
desaprueba,PRI mucho,20_48
aprueba algo,PRI mucho,20_48
aprueba algo,PRI mucho,20_49
aprueba algo,PRI mucho,20_49
aprueba algo,PRI mucho,20_49
aprueba algo,PVEM mucho,20_69
aprueba algo,PRI mucho,20_69
desaprueba,PRI mucho,20_69
desaprueba,PRI mucho,20_69
desaprueba,PRI mucho,20_69
desaprueba,PRI mucho,20_80
desaprueba,PVEM mucho,20_80
aprueba algo,PVEM mucho,20_80
aprueba algo,PVEM mucho,20_80
aprueba algo,PRI poco ,20_83
aprueba algo,PAN mucho,20_83
aprueba algo,PRI poco ,20_83
aprueba algo,PVEM poco,20_83
desaprueba,PRI poco ,20_83
desaprueba,PAN mucho,20_83
desaprueba,Ninguno ,20_83
desaprueba,PRI poco ,20_83
aprueba algo,PAN poco,20_83
aprueba algo,PVEM poco,20_83
aprueba algo,PVEM poco,20_83
aprueba algo,PRD mucho,20_83
desaprueba,PRD poco,20_83
desaprueba,Ninguno ,20_83
desaprueba,PRI poco ,20_83
desaprueba,MC mucho,20_83
desaprueba,PRD poco,20_83
desaprueba,PAN poco,20_83
desaprueba,PVEM poco,20_101
desaprueba,PAN poco,20_101
aprueba algo,PAN poco,20_104
desaprueba,PAN poco,20_104
desaprueba,PRI mucho,20_104
desaprueba,PVEM poco,20_104
N/S,PRD mucho,20_104
N/S,PNA poco ,20_107
N/S,PVEM mucho,20_107
desaprueba,PVEM poco,20_107
desaprueba,PAN mucho,20_107
desaprueba,PNA poco ,20_107
desaprueba,PRD poco,20_107
desaprueba,PAN poco,20_107
desaprueba,PVEM poco,20_107
aprueba algo,PVEM poco,20_107
desaprueba,PRI mucho,20_107
desaprueba,PAN mucho,20_107
N/S,PVEM poco,20_107
desaprueba,PAN mucho,20_107
aprueba algo,PVEM poco,20_107
desaprueba,PVEM poco,20_107
desaprueba,PRI poco ,20_107
desaprueba,Ninguno ,20_107
desaprueba,PVEM mucho,20_107
desaprueba,Ns/Nc,20_107
desaprueba,PVEM mucho,20_107
aprueba algo,PVEM mucho,20_107
desaprueba,PVEM poco,20_107
desaprueba,PRI poco ,20_107
aprueba algo,PRD poco,20_107
aprueba algo,PAN mucho,20_107
desaprueba,PRI poco ,20_107
aprueba algo,Ninguno ,20_107
desaprueba,Ns/Nc,20_107
desaprueba,PVEM poco,20_107
desaprueba,PVEM mucho,20_107
aprueba algo,PT mucho,20_107
desaprueba,PRI poco ,20_107
desaprueba,PT mucho,20_107
desaprueba,PVEM poco,20_107
aprueba algo,PVEM poco,20_107
aprueba algo,PES poco ,20_107
desaprueba,PRD mucho,20_107
desaprueba,PAN poco,20_107
N/S,Morena mucho,20_107
desaprueba,PRI poco ,20_107
desaprueba,PRD poco,20_107
N/S,PVEM mucho,20_107
aprueba algo,Ninguno ,20_107
desaprueba,Ninguno ,20_107
desaprueba,Morena mucho,20_107
N/S,PRD mucho,20_107
desaprueba,Ninguno ,20_108
desaprueba,Ns/Nc,20_108
aprueba algo,PVEM poco,20_108
desaprueba,Ns/Nc,20_108
desaprueba,Ns/Nc,20_108
desaprueba,Ns/Nc,20_108
desaprueba,PVEM poco,20_108
aprueba algo,PVEM poco,20_108
desaprueba,PRD mucho,20_108
desaprueba,Ninguno ,20_115
desaprueba,PVEM poco,20_115
desaprueba,Ninguno ,20_115
desaprueba,Ns/Nc,20_115
desaprueba,Morena mucho,20_115
desaprueba,PNA mucho,20_115
N/S,PRI mucho,20_115
N/S,PRI mucho,20_115
desaprueba,PT poco,20_115
aprueba algo,PRI poco ,20_115
desaprueba,Ninguno ,20_115
desaprueba,Ninguno ,20_115
desaprueba,PAN poco,20_115
N/S,Ninguno ,20_115
aprueba algo,PVEM poco,20_115
desaprueba,Ns/Nc,20_115
desaprueba,PRD poco,20_115
N/S,Ns/Nc,20_115
desaprueba,PVEM poco,20_115
desaprueba,Ns/Nc,20_123
desaprueba,PVEM poco,20_123
desaprueba,PRI mucho,20_123
desaprueba,PRD mucho,20_123
desaprueba,Ninguno ,20_123
desaprueba,Ninguno ,20_123
desaprueba,PVEM poco,20_123
aprueba algo,PVEM mucho,20_137
aprueba algo,PVEM mucho,20_137
aprueba algo,PAN poco,20_137
desaprueba,PVEM mucho,20_137
N/S,PAN poco,20_137
aprueba algo,PVEM mucho,20_137
desaprueba,PVEM mucho,20_149
aprueba algo,PVEM mucho,20_149
aprueba algo,PRI poco ,20_149
desaprueba,PVEM mucho,20_155
desaprueba,PVEM mucho,20_155
N/S,Morena poco ,20_158
desaprueba,PRI poco ,20_158
N/S,PVEM poco,20_158
aprueba algo,PVEM mucho,20_158
N/S,PES mucho,20_158
desaprueba,PRI poco ,20_72
aprueba algo,PVEM poco,20_72
desaprueba,Ninguno ,20_72
aprueba algo,PVEM poco,20_72
N/S,Ninguno ,20_72
aprueba algo,PRD mucho,20_72
desaprueba,Ninguno ,20_72
N/S,Ns/Nc,20_72
desaprueba,PVEM mucho,20_72
N/S,PRI poco ,20_72
N/S,MC mucho,20_72
desaprueba,PRI mucho,20_72
desaprueba,PAN poco,20_72
desaprueba,MC mucho,20_72
aprueba algo,MC poco,20_203
desaprueba,PVEM poco,20_203
desaprueba,PAN mucho,20_203
desaprueba,PAN mucho,20_203
desaprueba,PAN mucho,20_203
desaprueba,MC mucho,20_203
N/S,MC mucho,20_203
desaprueba,Morena mucho,20_229
aprueba algo,MC mucho,20_229
desaprueba,PAN mucho,20_229
aprueba algo,PAN mucho,20_229
aprueba algo,PAN mucho,20_229
aprueba algo,PAN mucho,20_229
N/S,PVEM poco,20_229
desaprueba,PAN poco,20_229
desaprueba,PAN mucho,20_229
desaprueba,PAN mucho,20_229
desaprueba,PAN poco,20_229
desaprueba,PAN mucho,20_229
desaprueba,PH poco ,20_238
N/S,PVEM poco,20_238
desaprueba,PNA poco ,20_241
desaprueba,PRI mucho,20_241
desaprueba,PRI mucho,20_241
aprueba algo,PRD mucho,20_268
desaprueba,Ninguno ,20_268
desaprueba,Ninguno ,20_271
desaprueba,Morena mucho,20_271
desaprueba,Ninguno ,20_271
desaprueba,Morena mucho,20_271
desaprueba,Morena mucho,20_271
desaprueba,Ninguno ,20_271
aprueba algo,PRI mucho,20_273
desaprueba,Morena poco ,20_273
desaprueba,Morena mucho,20_273
desaprueba,PNA poco ,20_273
desaprueba,Morena mucho,20_273
desaprueba,Morena mucho,20_273
desaprueba,PRI mucho,20_273
desaprueba,PRD mucho,20_289
desaprueba,PRI mucho,20_289
desaprueba,PRD mucho,20_289
N/S,PRI mucho,20_292
desaprueba,PRI mucho,20_292
aprueba algo,PRI mucho,20_292
desaprueba,PNA poco ,20_295
desaprueba,Morena mucho,20_295
desaprueba,PRI mucho,20_295
desaprueba,PVEM poco,20_295
aprueba algo,Morena mucho,20_295
aprueba algo,PRI mucho,20_295
desaprueba,PRI mucho,20_295
desaprueba,PRI mucho,20_295
aprueba algo,PRI mucho,20_295
aprueba algo,PRI mucho,20_295
N/S,PVEM poco,20_295
desaprueba,PRI mucho,20_295
aprueba algo,PRI mucho,20_295
desaprueba,PNA poco ,20_295
desaprueba,PAN poco,20_295
desaprueba,PRI mucho,20_295
desaprueba,Morena mucho,20_295
aprueba algo,PVEM mucho,20_295
aprueba algo,MC poco,20_295
desaprueba,PRI mucho,20_295
desaprueba,PRI mucho,20_295
aprueba algo,PRI mucho,20_295
desaprueba,PRI mucho,20_328
desaprueba,PRI mucho,20_328
desaprueba,PRI mucho,20_350
desaprueba,PRI mucho,20_350
desaprueba,PRI mucho,20_350
aprueba algo,PRI mucho,20_350
desaprueba,Morena mucho,20_350
aprueba algo,PNA poco ,20_350
desaprueba,PRI mucho,20_350
aprueba algo,PRI poco ,20_350
desaprueba,PVEM mucho,20_350
desaprueba,Ninguno ,20_350
desaprueba,PVEM mucho,20_350
desaprueba,Morena poco ,20_350
desaprueba,PVEM mucho,20_350
desaprueba,Morena poco ,20_350
desaprueba,Ninguno ,20_350
desaprueba,Ninguno ,20_350
desaprueba,Morena poco ,20_350
aprueba algo,Morena poco ,20_350
desaprueba,PVEM poco,20_350
desaprueba,Morena mucho,20_350
desaprueba,Ninguno ,20_350
desaprueba,Morena poco ,20_350
desaprueba,PRI poco ,20_350
desaprueba,PVEM mucho,20_350
aprueba algo,PVEM mucho,20_350
desaprueba,PVEM mucho,20_350
desaprueba,PVEM mucho,20_350
aprueba algo,PVEM mucho,20_350
aprueba algo,PVEM mucho,20_350
aprueba algo,Morena poco ,20_350
desaprueba,Morena mucho,20_350
desaprueba,Ninguno ,20_350
desaprueba,PRI poco ,20_350
desaprueba,PVEM poco,20_350
desaprueba,PRI poco ,20_350
desaprueba,PVEM poco,20_350
desaprueba,PVEM mucho,20_350
desaprueba,PRI poco ,20_534
aprueba algo,PVEM mucho,20_534
desaprueba,PRI mucho,20_534
desaprueba,PVEM mucho,20_534
aprueba algo,PRI poco ,20_534
desaprueba,PRI poco ,20_534
desaprueba,PRI poco ,20_534
N/S,PVEM poco,20_534
desaprueba,PVEM poco,20_535
desaprueba,PVEM mucho,20_535
aprueba algo,PVEM poco,20_535
desaprueba,PVEM mucho,20_535
N/S,PVEM poco,20_535
desaprueba,PRI poco ,20_535
desaprueba,PRI poco ,20_358
aprueba algo,Morena poco ,20_358
desaprueba,Morena poco ,20_358
desaprueba,PAN mucho,20_358
desaprueba,PVEM poco,20_358
aprueba algo,Ninguno ,20_369
N/S,PRD poco,20_369
aprueba algo,PVEM poco,20_369
desaprueba,PRD mucho,20_369
desaprueba,Ninguno ,20_369
aprueba algo,PVEM poco,20_375
aprueba algo,PT mucho,20_375
aprueba algo,PVEM poco,20_375
desaprueba,PVEM poco,20_375
desaprueba,PT mucho,20_375
desaprueba,PRI poco ,20_375
desaprueba,PT mucho,20_375
desaprueba,PRI poco ,20_375
aprueba algo,MC mucho,20_375
aprueba algo,PAN poco,20_375
desaprueba,PVEM poco,20_375
aprueba algo,PRD poco,20_375
desaprueba,PVEM poco,20_375
desaprueba,Ninguno ,20_375
desaprueba,Ninguno ,20_375
N/S,Ninguno ,20_375
desaprueba,Ninguno ,20_375
desaprueba,Ninguno ,20_375
N/S,Ns/Nc,20_375
desaprueba,Ninguno ,20_375
desaprueba,PRD mucho,20_375
desaprueba,Ninguno ,20_375
desaprueba,PRD mucho,20_375
desaprueba,Ninguno ,20_375
desaprueba,Ninguno ,20_375
desaprueba,PRD mucho,20_378
desaprueba,Ninguno ,20_378
N/S,PRD mucho,20_378
desaprueba,Ninguno ,20_378
aprueba algo,PVEM poco,20_378
aprueba algo,Ninguno ,20_378
desaprueba,Ninguno ,20_378
desaprueba,Ninguno ,20_378
desaprueba,Ninguno ,20_386
aprueba algo,Ninguno ,20_386
aprueba algo,Ninguno ,20_386
desaprueba,Ninguno ,20_386
N/S,Ns/Nc,20_386
desaprueba,Ninguno ,20_386
desaprueba,Ninguno ,20_386
N/S,PRD mucho,20_386
desaprueba,Ninguno ,20_386
desaprueba,Ninguno ,20_386
aprueba algo,Ninguno ,20_386
N/S,Ninguno ,20_386
desaprueba,Ninguno ,20_386
desaprueba,Ninguno ,20_386
desaprueba,Ninguno ,20_386
desaprueba,PRI poco ,20_386
desaprueba,Ninguno ,20_386
desaprueba,Ninguno ,20_386
desaprueba,Ns/Nc,20_386
N/S,Ninguno ,20_386
desaprueba,Ns/Nc,20_386
desaprueba,Ninguno ,20_386
desaprueba,Ninguno ,20_386
desaprueba,Ninguno ,20_386
desaprueba,Ninguno ,20_386
N/S,Ninguno ,20_386
aprueba algo,Ns/Nc,20_386
desaprueba,Ninguno ,20_386
desaprueba,PRD poco,20_386
N/S,PRD mucho,20_386
desaprueba,PES mucho,20_386
N/S,PRI poco ,20_386
desaprueba,Ns/Nc,20_387
desaprueba,Ns/Nc,20_387
desaprueba,PRI mucho,20_387
desaprueba,Ns/Nc,20_387
N/S,PRD mucho,20_387
desaprueba,PES mucho,20_387
aprueba algo,Ninguno ,20_387
desaprueba,Ninguno ,20_387
desaprueba,Ninguno ,20_388
desaprueba,Ninguno ,20_388
desaprueba,Ninguno ,20_388
desaprueba,Ninguno ,20_388
desaprueba,Ninguno ,20_388
desaprueba,PH poco ,20_390
desaprueba,Ninguno ,20_390
desaprueba,PRD mucho,20_390
desaprueba,Ninguno ,20_390
aprueba algo,PVEM poco,20_390
N/S,PES mucho,20_390
aprueba algo,PRD mucho,20_390
desaprueba,Ninguno ,20_390
desaprueba,PAN poco,20_390
desaprueba,Ninguno ,20_390
desaprueba,Ninguno ,20_390
desaprueba,Ninguno ,20_390
aprueba algo,Ninguno ,20_390
desaprueba,PVEM poco,20_390
aprueba algo,Ninguno ,20_390
desaprueba,Ninguno ,20_390
aprueba algo,PRD mucho,20_390
desaprueba,PES poco ,20_390
desaprueba,Ninguno ,20_390
desaprueba,PES mucho,20_390
desaprueba,Ninguno ,20_390
desaprueba,PVEM poco,20_390
desaprueba,Ninguno ,20_390
desaprueba,Ninguno ,20_390
desaprueba,Ninguno ,20_390
desaprueba,Ninguno ,20_390
N/S,PH mucho,20_390
desaprueba,Ninguno ,20_390
desaprueba,Morena poco ,20_390
desaprueba,Ninguno ,20_390
desaprueba,PES poco ,20_390
desaprueba,Ninguno ,20_390
desaprueba,PNA mucho,20_390
N/S,Ninguno ,20_390
desaprueba,Ninguno ,20_390
desaprueba,PVEM mucho,20_390
aprueba algo,PVEM poco,20_390
aprueba algo,Ns/Nc,20_390
desaprueba,PVEM poco,20_390
desaprueba,Ninguno ,20_390
desaprueba,Ns/Nc,20_390
desaprueba,Ninguno ,20_390
desaprueba,Ninguno ,20_390
desaprueba,PAN poco,20_390
aprueba algo,Ninguno ,20_390
desaprueba,PRI mucho,20_390
desaprueba,Ninguno ,20_390
desaprueba,Ns/Nc,20_390
desaprueba,Ninguno ,20_390
desaprueba,Ninguno ,20_390
desaprueba,PRD poco,20_390
desaprueba,Ninguno ,20_390
desaprueba,Ninguno ,20_390
desaprueba,Ninguno ,20_390
desaprueba,Ninguno ,20_390
desaprueba,PES mucho,20_390
desaprueba,PES mucho,20_390
aprueba algo,PRD poco,20_390
aprueba algo,PRD poco,20_390
aprueba algo,PRD mucho,20_390
aprueba algo,Ninguno ,20_390
desaprueba,Ninguno ,20_390
desaprueba,Ninguno ,20_390
desaprueba,Ninguno ,20_390
desaprueba,PRD mucho,20_390
desaprueba,Ninguno ,20_390
desaprueba,PRD mucho,20_390
desaprueba,Ninguno ,20_390
desaprueba,PRD poco,20_390
desaprueba,PVEM poco,20_390
desaprueba,Ninguno ,20_390
desaprueba,Ninguno ,20_390
desaprueba,Ninguno ,20_390
aprueba algo,Ninguno ,20_390
desaprueba,Ns/Nc,20_390
desaprueba,PRD mucho,20_390
desaprueba,PRD mucho,20_390
desaprueba,PRD poco,20_390
desaprueba,Ninguno ,20_390
aprueba algo,PRI mucho,20_390
desaprueba,Ninguno ,20_390
aprueba algo,PRD poco,20_390
aprueba algo,PVEM poco,20_390
desaprueba,Ns/Nc,20_390
desaprueba,PRI poco ,20_390
desaprueba,PRD mucho,20_390
N/S,Ninguno ,20_390
desaprueba,PRD mucho,20_390
desaprueba,PRD mucho,20_390
desaprueba,PAN mucho,20_390
desaprueba,PRI mucho,20_390
desaprueba,PRD mucho,20_390
desaprueba,PRI mucho,20_390
desaprueba,PRD poco,20_390
desaprueba,PVEM poco,20_390
desaprueba,PRD mucho,20_390
desaprueba,PRD mucho,20_390
desaprueba,PVEM poco,20_390
desaprueba,Ninguno ,20_390
desaprueba,Ns/Nc,20_390
N/S,PRD mucho,20_390
desaprueba,PRD mucho,20_390
desaprueba,PAN poco,20_390
desaprueba,PVEM poco,20_390
desaprueba,Ninguno ,20_390
desaprueba,Ninguno ,20_390
desaprueba,PRI mucho,20_390
desaprueba,Ninguno ,20_390
aprueba algo,PVEM poco,20_390
desaprueba,PRI mucho,20_390
desaprueba,PRD mucho,20_390
desaprueba,PRD mucho,20_390
desaprueba,Ns/Nc,20_390
desaprueba,PAN poco,20_390
N/S,PT poco,20_390
desaprueba,PRD mucho,20_390
desaprueba,Ns/Nc,20_390
desaprueba,PNA mucho,20_403
aprueba algo,PVEM poco,20_403
aprueba algo,PAN poco,20_403
desaprueba,PRD poco,20_403
desaprueba,Ninguno ,20_403
desaprueba,PRD mucho,20_403
N/S,Ns/Nc,20_420
aprueba algo,PVEM poco,20_420
aprueba algo,PVEM mucho,20_420
N/S,PAN poco,20_429
desaprueba,PVEM poco,20_429
desaprueba,Morena poco ,20_429
desaprueba,PRD poco,20_448
desaprueba,PH poco ,20_448
N/S,PAN poco,20_448
desaprueba,Ns/Nc,20_477
aprueba algo,PT poco,20_477
desaprueba,PRD poco,20_477
desaprueba,Morena mucho,20_491
desaprueba,PVEM mucho,20_491
desaprueba,PAN mucho,20_491
desaprueba,PRI mucho,20_491
desaprueba,PVEM poco,20_491
desaprueba,PAN mucho,20_491
desaprueba,PAN mucho,20_491
desaprueba,PRI mucho,20_516
desaprueba,PRI mucho,20_516
desaprueba,PRI mucho,20_516
desaprueba,PAN mucho,20_516
desaprueba,PRI mucho,20_516
desaprueba,PRI mucho,20_516
desaprueba,PRD poco,20_516
desaprueba,PRD mucho,20_516
desaprueba,PRI mucho,20_516
aprueba algo,PRI mucho,20_277
desaprueba,PRI mucho,20_277
aprueba algo,PRD poco,20_277
desaprueba,PRI mucho,20_277
desaprueba,PRI mucho,20_277
desaprueba,PRI mucho,20_277
desaprueba,PRI mucho,20_277
desaprueba,PVEM poco,20_277
aprueba algo,Morena poco ,20_277
N/S,PVEM poco,20_277
desaprueba,PVEM mucho,20_277
aprueba algo,PVEM poco,20_277
desaprueba,PVEM poco,20_277
desaprueba,PVEM poco,20_277
desaprueba,PVEM mucho,20_277
desaprueba,PVEM mucho,20_277
desaprueba,PRD poco,20_277
desaprueba,PVEM poco,20_277
aprueba algo,PVEM mucho,20_277
desaprueba,PRI mucho,20_277
desaprueba,PVEM mucho,20_277
desaprueba,PVEM poco,20_277
aprueba algo,PRI poco ,20_277
desaprueba,PRD mucho,20_277
desaprueba,PAN mucho,20_277
desaprueba,PVEM mucho,20_277
aprueba algo,PRD mucho,20_542
desaprueba,PRI mucho,20_542
desaprueba,PRI poco ,20_555
desaprueba,PT mucho,20_555
desaprueba,PRD poco,20_555
desaprueba,PRI poco ,20_555
N/S,PVEM poco,20_555
N/S,PVEM poco,20_555
desaprueba,PES poco ,20_555
desaprueba,PAN poco,20_561
desaprueba,PRD mucho,20_561
aprueba algo,PVEM poco,20_561
desaprueba,PVEM poco,20_561
desaprueba,PRD mucho,20_561
desaprueba,PRI mucho,20_563
desaprueba,PRD mucho,20_563
N/S,PT poco,20_563
aprueba algo,PRD mucho,20_563
desaprueba,PRD mucho,20_565
desaprueba,Ninguno ,20_565
desaprueba,PRD poco,20_565
N/S,PVEM poco,20_565
desaprueba,Ninguno ,20_565
desaprueba,PVEM poco,20_565
aprueba algo,PAN poco,20_565
desaprueba,PAN mucho,20_565
desaprueba,PVEM mucho,20_565
desaprueba,PVEM poco,20_565
desaprueba,PVEM poco,20_565
aprueba algo,Ninguno ,20_565
desaprueba,Ninguno ,20_565
desaprueba,PVEM poco,20_565
desaprueba,Ns/Nc,20_565
aprueba algo,MC mucho,20_565
desaprueba,Ninguno ,20_565
desaprueba,PRD poco,20_565
desaprueba,PT poco,20_565
desaprueba,PVEM mucho,20_565
desaprueba,PVEM poco,20_565
N/S,PRD mucho,20_565
N/S,PRI poco ,20_565
aprueba algo,PH mucho,20_565
desaprueba,PAN mucho,20_565
N/S,Ninguno ,20_565
desaprueba,PRI mucho,20_565
desaprueba,PRD mucho,20_565
desaprueba,Morena mucho,20_565
desaprueba,PAN poco,20_565
desaprueba,PRI mucho,20_565
aprueba algo,PVEM mucho,20_565
desaprueba,PRD mucho,20_565
desaprueba,PRD poco,20_565
desaprueba,PRI mucho,20_565
desaprueba,Ns/Nc,20_565
desaprueba,PVEM poco,20_565
desaprueba,Ninguno ,20_565
desaprueba,PRD mucho,20_565
desaprueba,PRD mucho,20_565
desaprueba,PRD poco,20_565
desaprueba,PVEM poco,20_565
N/S,Ninguno ,20_565
desaprueba,Ninguno ,20_565
desaprueba,Ninguno ,20_565
desaprueba,Ninguno ,20_565
desaprueba,Ninguno ,20_565
desaprueba,Ninguno ,20_565
desaprueba,Ninguno ,20_565
desaprueba,PRD poco,20_565
N/S,PRD mucho,20_565
desaprueba,Ninguno ,20_565
desaprueba,Ninguno ,20_565
desaprueba,Ninguno ,20_565
desaprueba,Ninguno ,20_565
desaprueba,Ninguno ,20_565
desaprueba,Ninguno ,20_565
desaprueba,PNA mucho,20_565
desaprueba,PVEM poco,20_565
desaprueba,Ninguno ,20_565
desaprueba,Ninguno ,20_565
desaprueba,Ninguno ,20_565
aprueba algo,PVEM poco,20_565
desaprueba,Morena poco ,20_565
desaprueba,PVEM poco,20_565
desaprueba,PAN poco,20_565
desaprueba,PAN poco,20_565
desaprueba,PRI mucho,20_565
desaprueba,PRD mucho,20_565
desaprueba,Ninguno ,20_565
