SbjNum,fecha,Clave.Ent,Entidad,Clave.Mun,KEY,Municipio,Clave.Localidad,Localidad,Clave.Sec,Clave.Manzana,PA,PB,B1,PD,P1_1,P1_2,P1_3,P1_5,P1_6,P1_7,P2_1,P2_2,P2_3,P2_5,P2_6,P2_7,P3,P3_1,P4,P5,P7,ideologia,P8,percepcion,P9,P10,P11,P12_1,P12_2,P12_4,P12_5,NIVEL,Ponderador
9230069,07/09/2023,12,GUERRERO,47,12_47,"OMETEPEC, GRO.",2,COCHOAPA,1824,7,2,38,,1,1,2,2,1,1,1,1,,,2,4,4,1,2,2,7,2,MORENA,7,Que siga gobernando Morena,1,3,3,1,1,1,1,2,0.52
189891983,07/09/2023,30,VERACRUZ,192,30_192,"VERACRUZ, VER.",1,VERACRUZ,4228,29,2,40,,1,1,1,2,1,1,1,2,2,,2,4,2,1,2,2,7,2,MORENA,7,Que siga gobernando Morena,1,2,1,1,1,1,1,3,0.62
169554128,07/09/2023,28,TAMAULIPAS,22,28_22,"MATAMOROS, TAMPS.",1,H. MATAMOROS,663,25,1,20,2,1,1,1,2,2,1,2,2,2,,,4,,1,2,2,7,2,MORENA,7,Que siga gobernando Morena,1,3,3,1,1,1,1,2,0.7
9230015,07/09/2023,12,GUERRERO,57,12_57,"TECOANAPA, GRO.",43,TEHUITZINGO,2251,13,1,57,,1,1,1,2,1,1,,2,2,,4,4,,1,2,2,7,2,MORENA,7,Que siga gobernando Morena,1,3,2,1,1,1,1,2,0.52
189883558,07/09/2023,9,CIUDAD DE MEXICO,5,9_5,"GUSTAVO A. MADERO, CDMX",1,CIUDAD DE MEXICO,1361,27,2,42,,1,1,1,1,1,1,1,3,3,3,4,4,3,1,2,2,7,2,Ninguno,97,Que siga gobernando Morena,1,3,2,1,1,1,2,2,0.52
189823762,07/09/2023,9,CIUDAD DE MEXICO,12,9_12,"TLALPAN, CDMX",1,CIUDAD DE MEXICO,3979,12,1,31,,1,1,2,1,1,1,,2,,2,5,4,,1,2,2,98,2,MC - Movimiento Ciudadano,6,Que haya un cambio de partido en el gobierno,2,3,2,3,1,1,1,1,0.55
189826962,07/09/2023,17,MORELOS,30,17_30,"YECAPIXTLA, MOR.",2,JUAN MORALES,865,47,1,47,,1,1,2,1,2,1,,2,,4,,4,,1,2,1,6,1,MC - Movimiento Ciudadano,6,Que siga gobernando Morena,1,2,2,1,2,2,1,2,0.66
9230026,07/09/2023,2,BAJA CALIFORNIA,1,2_1,"ENSENADA, B.C.",11,EL SAUZAL,132,13,2,52,,1,1,2,2,1,1,,1,,,2,4,,1,2,1,6,1,MC - Movimiento Ciudadano,6,Que haya un cambio de partido en el gobierno,2,2,3,1,2,2,1,3,0.57
169555955,07/09/2023,20,OAXACA,566,20_566,"VILLA DE ZAACHILA, OAX.",4,VICENTE GUERRERO,2428,114,1,33,3,1,1,1,1,1,1,1,2,2,1,98,4,98,1,2,2,1,7,PAN - Partido Acción Nacional,1,Que haya un cambio de partido en el gobierno,2,1,2,2,2,2,2,3,0.85
189890308,07/09/2023,21,PUEBLA,115,21_115,"PUEBLA, PUE.",1,HEROICA PUEBLA DE ZARAGOZA,1405,23,1,70,,1,1,1,1,2,1,2,2,98,3,,4,,1,2,2,7,97,PRI - Partido Revolucionario Institucional,2,Que siga gobernando Morena,1,2,1,2,2,2,1,6,1.25
189941318,07/09/2023,11,GUANAJUATO,20,11_20,"LEON, GTO.",1,LEON,1630,8,1,29,,1,2,2,1,1,1,2,,,2,3,4,,1,2,2,97,2,Ninguno,97,Que siga gobernando Morena,1,3,3,1,3,3,1,1,0.55
169524596,07/09/2023,21,PUEBLA,173,21_173,"TEZIUTLAN, PUE.",10,IXTICPAN,2173,2,2,48,5,1,1,1,1,1,1,1,3,2,1,4,4,4,1,2,2,98,2,NS / NR,98,No sabe,98,1,2,1,3,3,1,2,0.48
189877524,07/09/2023,15,MEXICO,20,15_20,"COACALCO DE BERRIOZABAL, MEX.",1,COACALCO DE BERRIOZABAL,557,13,1,37,,1,1,1,1,1,1,2,4,4,5,5,4,,1,2,2,6,2,Ninguno,97,Que haya un cambio de partido en el gobierno,2,2,1,2,2,3,1,3,0.84
9230067,07/09/2023,8,CHIHUAHUA,60,8_60,"SANTA BARBARA, CHIH.",1,SANTA BARBARA,2583,30,2,30,,1,1,2,2,1,1,1,3,,,4,4,3,1,2,1,6,1,Ninguno,97,Que haya un cambio de partido en el gobierno,2,3,3,2,2,3,1,4,0.93
9230073,07/09/2023,5,COAHUILA,17,5_17,"MATAMOROS, COAH.",1,MATAMOROS,271,31,1,50,,1,1,2,1,2,1,2,3,,2,,4,,1,2,2,1,2,PAN - Partido Acción Nacional,1,Que haya un cambio de partido en el gobierno,2,1,1,3,3,3,2,1,0.51
189881455,07/09/2023,14,JALISCO,120,14_120,"ZAPOPAN, JAL.",1,ZAPOPAN,3103,31,1,42,,1,1,2,1,2,1,,2,,2,,4,,1,2,2,6,2,MC - Movimiento Ciudadano,6,Que haya un cambio de partido en el gobierno,2,3,2,3,3,3,1,2,0.7
189885196,07/09/2023,14,JALISCO,120,14_120,"ZAPOPAN, JAL.",1,ZAPOPAN,3103,31,1,34,,1,1,1,1,2,1,2,4,2,3,,4,,1,2,2,6,2,MC - Movimiento Ciudadano,6,Que haya un cambio de partido en el gobierno,2,1,2,3,3,3,2,4,1.03
9230075,07/09/2023,12,GUERRERO,47,12_47,"OMETEPEC, GRO.",2,COCHOAPA,1824,34,1,65,,1,1,1,1,1,1,1,4,2,3,2,4,4,1,2,1,2,7,PRI - Partido Revolucionario Institucional,2,Que haya un cambio de partido en el gobierno,2,1,2,97,3,2,97,3,0.45
189830284,07/09/2023,15,MEXICO,122,15_122,"VALLE DE CHALCO SOLIDARIDAD, MEX.",2,VALLE DE CHALCO SOLIDARIDAD,957,53,1,21,,1,1,2,1,1,1,,2,,1,2,4,,3,2,2,7,2,MORENA,7,Que siga gobernando Morena,1,2,2,1,1,1,1,1,0.55
189882266,07/09/2023,11,GUANAJUATO,17,11_17,"IRAPUATO, GTO.",16,VILLAS DE IRAPUATO,1149,8,1,43,,1,1,2,1,1,1,1,4,,2,4,4,4,3,2,2,7,2,MORENA,7,Que siga gobernando Morena,1,3,3,1,1,1,1,4,1.03
189949119,07/09/2023,25,SINALOA,11,25_11,"GUASAVE, SIN.",15,JUAN JOSE RIOS,2193,9,2,52,,1,1,2,1,2,1,2,1,,1,,4,,3,2,2,7,2,MORENA,7,Que siga gobernando Morena,1,2,2,1,1,1,2,1,0.37
189816830,07/09/2023,15,MEXICO,105,15_105,"TLALNEPANTLA DE BAZ, MEX.",1,TLALNEPANTLA DE BAZ,4789,6,1,33,,1,1,1,1,1,1,,1,3,1,4,4,,3,2,2,7,2,MORENA,7,Que siga gobernando Morena,1,3,3,1,1,1,1,2,0.71
189890962,07/09/2023,9,CIUDAD DE MEXICO,14,9_14,"BENITO JUAREZ, CDMX",1,CIUDAD DE MEXICO,4405,9,2,41,,1,1,2,1,2,1,1,3,,4,,4,4,3,2,2,7,2,MORENA,7,Que siga gobernando Morena,1,2,2,1,1,1,1,3,0.62
169552394,07/09/2023,20,OAXACA,566,20_566,"VILLA DE ZAACHILA, OAX.",4,VICENTE GUERRERO,2428,114,2,25,3,1,1,2,1,2,1,2,1,,2,,4,,3,2,1,7,2,MORENA,7,Que siga gobernando Morena,1,3,3,1,1,1,1,4,0.93
189840242,07/09/2023,15,MEXICO,32,15_32,"CHIMALHUACAN, MEX.",1,CHIMALHUACAN,1152,77,1,27,,1,2,2,1,2,1,,,,2,,2,,3,2,1,7,1,MORENA,7,Que siga gobernando Morena,1,3,2,1,1,1,1,1,0.55
189884080,07/09/2023,15,MEXICO,20,15_20,"COACALCO DE BERRIOZABAL, MEX.",1,COACALCO DE BERRIOZABAL,557,13,2,50,,1,1,2,1,2,1,2,2,,4,,2,,3,2,2,7,2,MORENA,7,Que siga gobernando Morena,1,2,3,1,1,1,1,1,0.37
189880862,07/09/2023,9,CIUDAD DE MEXICO,5,9_5,"GUSTAVO A. MADERO, CDMX",1,CIUDAD DE MEXICO,929,13,1,23,,1,1,1,1,1,1,1,1,3,3,4,2,4,3,2,2,7,1,MORENA,7,Que siga gobernando Morena,1,2,3,1,1,1,1,1,0.55
169524779,07/09/2023,19,NUEVO LEON,47,19_47,"SAN NICOLAS DE LOS GARZA, N.L.",1,SAN NICOLAS DE LOS GARZA,1784,40,1,55,6,1,1,1,1,1,1,1,2,4,3,3,2,4,3,2,2,7,1,MORENA,7,Que siga gobernando Morena,1,3,3,1,1,1,1,1,0.41
9230049,07/09/2023,2,BAJA CALIFORNIA,1,2_1,"ENSENADA, B.C.",1,ENSENADA,89,18,2,27,,1,1,1,2,1,1,,1,2,,2,2,,3,2,2,7,2,MORENA,7,Que siga gobernando Morena,1,2,2,1,1,1,1,3,0.76
169524801,07/09/2023,28,TAMAULIPAS,32,28_32,"REYNOSA, TAMPS.",1,REYNOSA,1113,66,2,55,6,1,1,1,2,1,1,1,2,2,,2,2,4,3,2,2,7,1,MORENA,7,Que siga gobernando Morena,1,3,2,1,1,1,1,2,0.65
189894731,07/09/2023,9,CIUDAD DE MEXICO,6,9_6,"IZTACALCO, CDMX",1,CIUDAD DE MEXICO,1897,6,1,21,,1,1,1,1,1,1,2,1,3,1,1,2,,3,2,2,7,2,Ninguno,97,Que siga gobernando Morena,1,3,3,1,1,1,2,1,0.55
9230024,07/09/2023,6,COLIMA,1,6_1,"COLIMA, COL.",1,COLIMA,43,42,1,25,,1,2,2,1,1,1,,,,2,3,2,,3,2,2,7,2,Ninguno,97,Que siga gobernando Morena,1,3,2,1,1,1,2,1,0.55
9230120,07/09/2023,8,CHIHUAHUA,37,8_37,"JUAREZ, CHIH.",1,JUAREZ,1889,92,2,35,,1,1,2,2,1,1,2,3,,,2,2,,3,2,2,7,2,Ninguno,97,Que siga gobernando Morena,1,2,1,1,1,1,2,2,0.52
189897794,07/09/2023,26,SONORA,49,26_49,"HERMOSILLO, SON.",1,HERMOSILLO,359,48,2,44,,1,1,2,1,1,1,2,2,,2,2,2,,3,2,97,98,2,NS / NR,98,Que siga gobernando Morena,1,3,3,1,1,1,2,1,0.41
9230082,07/09/2023,12,GUERRERO,47,12_47,"OMETEPEC, GRO.",2,COCHOAPA,1824,34,1,33,,1,1,2,1,1,1,2,2,,2,4,2,,3,2,2,1,3,PAN - Partido Acción Nacional,1,Que haya un cambio de partido en el gobierno,2,3,2,2,2,2,2,4,1.03
9230051,07/09/2023,2,BAJA CALIFORNIA,1,2_1,"ENSENADA, B.C.",1,ENSENADA,89,18,2,48,,1,2,2,1,2,1,,,,2,,4,,3,2,1,2,3,PRI - Partido Revolucionario Institucional,2,Que haya un cambio de partido en el gobierno,2,2,2,2,2,2,1,4,0.7
189939132,07/09/2023,15,MEXICO,13,15_13,"ATIZAPAN DE ZARAGOZA, MEX.",1,CIUDAD ADOLFO LOPEZ MATEOS,380,3,1,50,,1,1,1,1,1,1,1,1,5,3,4,4,4,3,2,2,2,97,PRI - Partido Revolucionario Institucional,2,Que haya un cambio de partido en el gobierno,2,1,1,2,2,2,1,2,0.66
189926312,07/09/2023,13,HIDALGO,23,13_23,"FRANCISCO I. MADERO, HGO.",1,TEPATEPEC,370,9,2,27,,1,1,1,2,2,1,2,2,2,,,4,,3,2,98,2,3,PRI - Partido Revolucionario Institucional,2,Que haya un cambio de partido en el gobierno,2,3,1,2,3,2,1,3,0.76
189935886,07/09/2023,15,MEXICO,104,15_104,"TLALMANALCO, MEX.",1,TLALMANALCO DE VELAZQUEZ,4736,11,1,52,,1,1,2,1,2,1,2,2,,2,,2,,97,2,2,7,2,MORENA,7,Que siga gobernando Morena,1,2,2,1,1,1,1,2,0.66
189942740,07/09/2023,18,NAYARIT,4,18_4,"BAHIA DE BANDERAS, NAY.",1,MEZCALES,972,63,1,63,,1,1,2,1,2,1,1,2,,1,,2,4,97,2,2,7,2,MORENA,7,Que siga gobernando Morena,1,1,2,1,1,1,1,5,1.2
189886165,07/09/2023,27,TABASCO,13,27_13,"NACAJUCA, TAB.",41,EJIDO SAMARCANDA,984,13,2,49,,1,1,2,1,1,1,2,2,,2,4,2,,97,2,2,7,1,MORENA,7,Que siga gobernando Morena,1,2,2,1,1,1,1,5,1.1
189836488,07/09/2023,14,JALISCO,120,14_120,"ZAPOPAN, JAL.",2,NUEVO MEXICO,3499,22,2,55,,1,1,2,1,2,1,,1,,1,,2,,97,2,97,7,2,MORENA,7,Que siga gobernando Morena,1,2,2,1,1,1,1,5,1.5
169556283,07/09/2023,20,OAXACA,69,20_69,"PINOTEPA DE DON LUIS, OAX.",1,PINOTEPA DE DON LUIS,635,63,2,65,7,1,1,2,1,2,1,2,2,,3,,2,,97,2,2,7,1,MORENA,7,Que siga gobernando Morena,1,3,3,1,1,1,1,4,0.87
9230012,07/09/2023,2,BAJA CALIFORNIA,1,2_1,"ENSENADA, B.C.",11,EL SAUZAL,132,13,2,33,,1,2,1,1,1,1,,,4,4,4,2,,97,2,2,7,2,MORENA,7,Que siga gobernando Morena,1,2,2,1,1,1,1,2,0.63
189897874,07/09/2023,9,CIUDAD DE MEXICO,7,9_7,"IZTAPALAPA, CDMX",1,CIUDAD DE MEXICO,2693,47,2,74,,1,1,1,1,1,1,1,2,4,3,4,2,4,97,2,2,7,3,MORENA,7,Que siga gobernando Morena,1,2,2,1,1,1,1,2,0.59
189891445,07/09/2023,21,PUEBLA,115,21_115,"PUEBLA, PUE.",1,HEROICA PUEBLA DE ZARAGOZA,1405,23,2,65,,1,1,2,1,2,1,2,1,,3,,2,,97,2,97,7,97,MORENA,7,Que siga gobernando Morena,1,2,2,1,1,1,1,6,1.98
189895547,07/09/2023,20,OAXACA,66,20_66,"OAXACA DE JUAREZ, OAX.",1,OAXACA DE JUAREZ,609,9,1,55,,1,1,1,1,1,1,1,2,4,3,3,2,2,97,2,2,7,2,MORENA,7,Que siga gobernando Morena,1,2,1,1,1,1,1,4,0.77
189938230,07/09/2023,5,COAHUILA,30,5_30,"SALTILLO, COAH.",1,SALTILLO,1636,19,1,48,,1,1,2,2,1,1,1,1,,,4,4,3,97,2,2,7,2,MORENA,7,Que siga gobernando Morena,1,3,3,1,1,1,1,5,1.52
189919427,07/09/2023,13,HIDALGO,23,13_23,"FRANCISCO I. MADERO, HGO.",1,TEPATEPEC,370,8,2,64,,1,1,1,2,1,1,1,2,2,,2,4,2,97,2,1,7,1,MORENA,7,Que siga gobernando Morena,1,2,1,1,1,1,1,5,1.5
189899248,07/09/2023,26,SONORA,49,26_49,"HERMOSILLO, SON.",1,HERMOSILLO,359,18,2,35,,1,1,2,1,2,1,2,2,,2,,4,,97,2,2,98,2,Ninguno,97,Que siga gobernando Morena,1,3,3,1,1,1,98,3,0.62
189938633,07/09/2023,10,DURANGO,12,10_12,"LERDO, DGO.",15,JUAN E. GARCIA,738,9,2,34,,1,1,2,1,1,1,2,2,,2,98,4,,97,2,2,98,1,Ninguno,97,Que haya un cambio de partido en el gobierno,2,3,3,1,1,1,2,4,0.93
9230116,07/09/2023,8,CHIHUAHUA,19,8_19,"CHIHUAHUA, CHIH.",1,CHIHUAHUA,548,35,1,33,,1,1,1,2,1,1,2,3,2,,4,4,,97,2,2,98,5,Ninguno,97,Que haya un cambio de partido en el gobierno,2,3,3,1,1,1,2,5,1.62
189924340,07/09/2023,13,HIDALGO,23,13_23,"FRANCISCO I. MADERO, HGO.",1,TEPATEPEC,370,9,2,44,,1,1,2,2,2,1,2,3,,,,4,,97,2,1,7,98,NS / NR,98,Que siga gobernando Morena,1,2,2,1,1,1,2,3,0.62
189870778,07/09/2023,21,PUEBLA,116,21_116,"QUECHOLAC, PUE.",1,QUECHOLAC,1613,29,1,59,,1,1,2,1,2,1,2,1,,1,,4,,97,2,1,7,1,MORENA,7,Que siga gobernando Morena,1,3,3,1,1,3,2,6,1.75
189833085,07/09/2023,27,TABASCO,13,27_13,"NACAJUCA, TAB.",41,EJIDO SAMARCANDA,984,13,1,33,,1,1,2,1,2,1,,2,,1,,4,,97,2,2,7,1,MORENA,7,Que siga gobernando Morena,1,1,1,1,1,3,2,4,1.03
189826583,07/09/2023,27,TABASCO,13,27_13,"NACAJUCA, TAB.",41,EJIDO SAMARCANDA,984,6,1,46,,1,1,2,1,1,1,,2,,1,4,4,,97,2,2,7,2,MORENA,7,Que siga gobernando Morena,1,1,3,1,97,3,1,2,0.66
189933281,07/09/2023,15,MEXICO,104,15_104,"TLALMANALCO, MEX.",1,TLALMANALCO DE VELAZQUEZ,4736,22,1,42,,1,1,2,1,2,1,1,2,,2,,4,4,97,2,2,7,1,MORENA,7,Que siga gobernando Morena,1,1,2,1,1,3,2,3,0.84
189826581,07/09/2023,27,TABASCO,13,27_13,"NACAJUCA, TAB.",41,EJIDO SAMARCANDA,984,6,1,68,,1,1,2,1,2,1,,2,,2,,4,,97,2,1,7,2,MORENA,7,Que siga gobernando Morena,1,1,2,1,1,3,2,3,0.45
189815726,07/09/2023,15,MEXICO,26,15_26,"CHALCO, MEX.",1,CHALCO DE DIAZ COVARRUBIAS,937,13,2,56,,1,1,1,1,1,1,,2,4,2,3,4,,97,2,2,7,2,MORENA,7,Que siga gobernando Morena,1,3,3,1,97,3,1,3,0.78
189866598,07/09/2023,26,SONORA,59,26_59,"CAJEME, SON.",1,CD. OBREGON,925,33,1,63,,1,1,1,1,2,1,,2,98,3,,2,,97,2,2,7,2,MORENA,7,Que siga gobernando Morena,1,1,2,1,1,3,2,6,1.75
189887764,07/09/2023,15,MEXICO,13,15_13,"ATIZAPAN DE ZARAGOZA, MEX.",1,CIUDAD ADOLFO LOPEZ MATEOS,322,4,1,25,,1,1,2,1,2,1,2,2,,2,,2,,97,2,2,97,2,Ninguno,97,Que haya un cambio de partido en el gobierno,2,3,2,1,1,3,2,1,0.55
189810355,07/09/2023,15,MEXICO,26,15_26,"CHALCO, MEX.",1,CHALCO DE DIAZ COVARRUBIAS,937,13,1,64,,1,1,2,1,2,1,,3,,3,,2,,97,2,2,1,2,PRD - Partido de la Revolución Democrática,3,Que haya un cambio de partido en el gobierno,2,3,2,3,3,3,2,4,0.77
189898094,07/09/2023,9,CIUDAD DE MEXICO,7,9_7,"IZTAPALAPA, CDMX",1,CIUDAD DE MEXICO,2693,12,1,32,,1,2,2,1,2,1,2,,,1,,2,,97,2,2,1,2,MC - Movimiento Ciudadano,6,Que haya un cambio de partido en el gobierno,2,1,2,97,97,2,97,3,0.85
189886878,07/09/2023,21,PUEBLA,115,21_115,"PUEBLA, PUE.",1,HEROICA PUEBLA DE ZARAGOZA,1405,14,2,68,,1,1,2,1,2,1,1,1,,2,,2,3,97,2,98,7,2,MORENA,7,Que siga gobernando Morena,1,2,3,1,1,1,2,4,0.87
189889739,07/09/2023,13,HIDALGO,51,13_51,"SAN AGUSTIN TLAXIACA, HGO.",1,SAN AGUSTIN TLAXIACA,1008,23,1,84,,1,1,1,1,1,1,1,2,2,1,99,2,98,97,2,1,7,2,Ninguno,97,Que siga gobernando Morena,1,1,2,1,97,97,1,2,0.37
189938604,07/09/2023,15,MEXICO,13,15_13,"ATIZAPAN DE ZARAGOZA, MEX.",1,CIUDAD ADOLFO LOPEZ MATEOS,380,3,1,41,,1,1,2,1,2,1,2,1,,2,,2,,98,2,2,7,2,MORENA,7,Que siga gobernando Morena,1,2,2,1,1,1,1,3,0.84
169522112,07/09/2023,23,QUINTANA ROO,7,23_7,"OTHON P. BLANCO, Q. ROO.",1,CHETUMAL,314,21,1,49,5,1,1,2,1,2,1,2,1,,4,,98,,98,2,97,7,2,MORENA,7,Que siga gobernando Morena,1,2,2,1,1,1,1,4,0.97
189831105,07/09/2023,15,MEXICO,12,15_12,"ATIZAPAN, MEX.",1,SANTA CRUZ ATIZAPAN,6612,10,1,66,,1,1,1,1,2,1,,2,98,3,,98,,98,2,98,7,1,Ninguno,97,Que siga gobernando Morena,1,2,2,1,1,1,2,3,0.45
9230068,07/09/2023,8,CHIHUAHUA,60,8_60,"SANTA BARBARA, CHIH.",1,SANTA BARBARA,2583,76,2,46,,1,1,2,1,2,1,2,1,,1,,2,,98,2,98,7,2,PAN - Partido Acción Nacional,1,Que siga gobernando Morena,1,2,99,3,1,1,1,2,0.48
189823948,07/09/2023,9,CIUDAD DE MEXICO,12,9_12,"TLALPAN, CDMX",1,CIUDAD DE MEXICO,3979,12,2,81,,1,1,2,1,2,1,,2,,2,,2,,98,2,97,7,97,PRI - Partido Revolucionario Institucional,2,Que siga gobernando Morena,1,3,1,2,2,2,1,6,1.98
189819955,07/09/2023,15,MEXICO,105,15_105,"TLALNEPANTLA DE BAZ, MEX.",1,TLALNEPANTLA DE BAZ,4789,6,2,58,,1,1,2,1,2,1,,1,,2,,4,,98,2,1,5,2,PVEM – Partido Verde Ecologista de México,5,Que siga gobernando Morena,1,3,1,2,2,2,1,4,0.96
189826878,07/09/2023,15,MEXICO,105,15_105,"TLALNEPANTLA DE BAZ, MEX.",1,TLALNEPANTLA DE BAZ,4789,31,2,70,,1,1,2,1,1,1,,2,,2,2,4,,98,2,2,7,2,MORENA,7,Que siga gobernando Morena,1,1,2,1,1,3,2,4,0.87
189877778,07/09/2023,21,PUEBLA,116,21_116,"QUECHOLAC, PUE.",1,QUECHOLAC,1613,29,1,24,,1,2,2,1,2,1,1,,,3,,4,3,98,2,2,7,1,MORENA,7,Que siga gobernando Morena,1,3,3,3,1,2,2,1,0.55
189887948,07/09/2023,21,PUEBLA,115,21_115,"PUEBLA, PUE.",1,HEROICA PUEBLA DE ZARAGOZA,1405,14,2,63,,1,1,2,1,2,1,1,3,,2,,4,3,98,2,1,97,7,Ninguno,97,Que haya un cambio de partido en el gobierno,2,1,1,1,97,1,97,5,1.5
189896097,07/09/2023,30,VERACRUZ,192,30_192,"VERACRUZ, VER.",1,VERACRUZ,4228,29,2,40,,1,1,2,1,2,1,2,1,,3,,4,,98,2,2,7,2,MORENA,7,Que siga gobernando Morena,1,3,3,1,1,1,1,7,2.76
189821394,07/09/2023,13,HIDALGO,56,13_56,"SANTIAGO TULANTEPEC DE L GUERRERO, HGO.",23,SAN JOSE PEDREGAL,1116,4,1,47,,1,1,1,1,2,1,,5,4,2,,4,,98,2,99,7,2,MORENA,7,Que siga gobernando Morena,1,1,2,1,1,1,1,5,1.52
189895002,07/09/2023,9,CIUDAD DE MEXICO,6,9_6,"IZTACALCO, CDMX",1,CIUDAD DE MEXICO,1897,2,1,29,,1,1,2,1,2,1,1,3,,2,,4,4,98,2,2,7,2,MORENA,7,Que siga gobernando Morena,1,1,2,1,1,3,2,1,0.55
189932859,07/09/2023,21,PUEBLA,42,21_42,"CUAUTLANCINGO, PUE.",1,SAN JUAN CUAUTLANCINGO,328,11,1,63,,1,1,1,1,1,1,1,2,3,1,2,98,2,1,2,2,7,2,MORENA,7,Que siga gobernando Morena,1,1,2,1,1,1,1,3,0.63
189925337,07/09/2023,11,GUANAJUATO,15,11_15,"GUANAJUATO, GTO.",1,GUANAJUATO,871,50,2,32,,1,1,1,1,1,1,2,2,98,2,4,1,,1,2,2,7,1,MORENA,7,Que siga gobernando Morena,1,2,2,1,1,1,1,3,0.76
189888786,07/09/2023,11,GUANAJUATO,17,11_17,"IRAPUATO, GTO.",3,ARANDAS,1138,3,1,62,,1,1,2,1,1,1,1,2,,5,5,1,5,1,2,2,7,1,MORENA,7,Que siga gobernando Morena,1,3,2,1,1,1,1,4,0.77
189825850,07/09/2023,17,MORELOS,30,17_30,"YECAPIXTLA, MOR.",2,JUAN MORALES,865,35,1,64,,1,1,2,1,1,1,,1,,2,2,1,,1,2,2,7,2,MORENA,7,Que siga gobernando Morena,1,2,2,1,1,1,1,1,0.41
9230033,07/09/2023,2,BAJA CALIFORNIA,1,2_1,"ENSENADA, B.C.",11,EL SAUZAL,132,13,1,39,,1,1,2,1,1,1,,1,,2,2,1,,1,2,1,7,2,MORENA,7,Que siga gobernando Morena,1,3,2,1,1,1,1,1,0.55
169523956,07/09/2023,21,PUEBLA,36,21_36,"COXCATLAN, PUE.",2,CALIPAM,300,10,2,62,6,1,1,1,2,1,1,1,2,2,,4,1,2,1,2,2,7,2,MORENA,7,Que siga gobernando Morena,1,3,2,1,1,1,1,4,0.96
9230041,07/09/2023,2,BAJA CALIFORNIA,1,2_1,"ENSENADA, B.C.",1,ENSENADA,89,12,1,65,,1,2,1,1,1,1,,,4,2,5,1,,1,2,2,1,4,PAN - Partido Acción Nacional,1,Que haya un cambio de partido en el gobierno,2,2,2,2,2,2,2,5,0.86
9230038,07/09/2023,2,BAJA CALIFORNIA,1,2_1,"ENSENADA, B.C.",11,EL SAUZAL,132,13,1,34,,1,2,2,1,2,1,,,,2,,1,,1,2,2,7,2,MORENA,7,Que siga gobernando Morena,1,1,1,2,2,2,1,2,0.71
189882275,07/09/2023,13,HIDALGO,51,13_51,"SAN AGUSTIN TLAXIACA, HGO.",1,SAN AGUSTIN TLAXIACA,1008,15,2,18,,1,1,2,2,2,1,2,2,,,,1,,1,2,1,7,2,MORENA,7,Que siga gobernando Morena,1,2,1,3,1,2,2,2,0.58
189813971,07/09/2023,12,GUERRERO,1,12_1,"ACAPULCO DE JUAREZ, GRO.",4,TRES PALOS,374,33,1,49,,1,1,1,1,1,1,,1,99,2,2,5,,3,2,98,7,2,MORENA,7,Que siga gobernando Morena,1,2,3,1,1,1,1,2,0.66
169555326,07/09/2023,23,QUINTANA ROO,7,23_7,"OTHON P. BLANCO, Q. ROO.",1,CHETUMAL,314,5,2,66,7,1,1,2,1,1,1,2,2,,2,4,3,,3,2,2,7,2,MORENA,7,Que siga gobernando Morena,1,2,3,1,1,1,1,2,0.59
169548291,07/09/2023,28,TAMAULIPAS,22,28_22,"MATAMOROS, TAMPS.",1,H. MATAMOROS,663,12,1,54,5,1,1,2,2,1,1,1,1,,,4,5,2,3,2,2,7,2,MORENA,7,Que siga gobernando Morena,1,2,2,1,1,1,1,1,0.51
189945788,07/09/2023,11,GUANAJUATO,20,11_20,"LEON, GTO.",1,LEON,1694,74,1,36,,1,1,2,1,1,1,2,2,,2,2,5,,3,2,2,7,1,PRI - Partido Revolucionario Institucional,2,Que siga gobernando Morena,1,3,2,3,1,1,1,5,1.61
189834911,07/09/2023,9,CIUDAD DE MEXICO,11,9_11,"TLAHUAC, CDMX",1,CIUDAD DE MEXICO,5550,9,1,18,,1,1,2,1,1,1,,3,,4,5,5,,3,2,1,7,2,MORENA,7,Que siga gobernando Morena,1,1,1,2,2,2,1,1,0.55
169551473,07/09/2023,25,SINALOA,10,25_10,"EL FUERTE, SIN.",7,MOCHICAHUI,2072,1,1,60,6,1,1,2,1,2,1,2,1,,1,,5,,97,2,2,7,2,MORENA,7,Que siga gobernando Morena,1,2,1,1,1,1,1,1,0.41
189882335,07/09/2023,15,MEXICO,13,15_13,"ATIZAPAN DE ZARAGOZA, MEX.",1,CIUDAD ADOLFO LOPEZ MATEOS,322,1,2,43,,1,1,2,1,2,1,1,2,,2,,5,4,97,2,2,7,1,MORENA,7,Que siga gobernando Morena,1,2,2,1,1,1,1,4,0.76
189884182,07/09/2023,9,CIUDAD DE MEXICO,5,9_5,"GUSTAVO A. MADERO, CDMX",1,CIUDAD DE MEXICO,1361,27,1,46,,1,1,2,1,1,1,2,1,,1,5,5,,97,2,2,7,2,MORENA,7,Que siga gobernando Morena,1,2,2,1,1,1,1,2,0.66
189899393,07/09/2023,25,SINALOA,11,25_11,"GUASAVE, SIN.",15,JUAN JOSE RIOS,2193,5,1,45,,1,1,2,1,2,1,2,3,,2,,5,,97,2,2,7,2,MORENA,7,Que siga gobernando Morena,1,3,2,1,1,1,1,2,0.66
