SbjNum,fecha,Clave.Ent,Entidad,Clave.Mun,KEY,Municipio,Clave.Localidad,Localidad,Clave.Sec,Clave.Manzana,PA,PB,B1,PD,P1_1,P1_2,P1_3,P1_5,P1_6,P1_7,P2_1,P2_2,P2_3,P2_5,P2_6,P2_7,P3,P3_1,P4,P5,P7,ideologia,P8,percepcion,P9,P10,P11,P12_1,P12_2,P12_4,P12_5,NIVEL,Ponderador
189837539,07/09/2023,26,SONORA,49,26_49,"HERMOSILLO, SON.",1,HERMOSILLO,592,4,1,68,,1,1,1,1,1,1,,2,3,3,3,3,,97,97,2,7,97,MORENA,7,Que siga gobernando Morena,1,2,3,1,1,1,1,3,0.45
189924269,07/09/2023,30,VERACRUZ,103,30_103,"MARTINEZ DE LA TORRE, VER.",1,MARTINEZ DE LA TORRE,2307,1,2,42,,1,1,1,1,1,1,2,1,4,2,4,3,,97,97,2,7,2,MORENA,7,Que siga gobernando Morena,1,3,3,1,1,1,1,2,0.52
189889776,07/09/2023,11,GUANAJUATO,17,11_17,"IRAPUATO, GTO.",3,ARANDAS,1138,3,1,72,,1,1,2,1,2,1,2,1,,4,,5,,97,97,2,7,2,MORENA,7,Que siga gobernando Morena,1,2,2,1,1,1,1,6,1.25
9230124,07/09/2023,8,CHIHUAHUA,37,8_37,"JUAREZ, CHIH.",1,JUAREZ,2829,23,2,34,,1,1,1,1,2,1,2,1,98,4,,5,,97,97,2,7,2,MORENA,7,Que siga gobernando Morena,1,2,2,1,1,1,1,5,1.45
189899391,07/09/2023,26,SONORA,49,26_49,"HERMOSILLO, SON.",1,HERMOSILLO,359,18,2,47,,1,1,2,1,1,1,2,2,,2,4,5,,97,97,2,7,2,MORENA,7,Que siga gobernando Morena,1,2,2,1,1,1,1,4,0.7
169527873,07/09/2023,23,QUINTANA ROO,1,23_1,"BENITO JUAREZ, Q. ROO.",1,CANCUN,826,6,2,51,5,1,1,1,1,1,1,1,1,5,4,5,5,5,97,97,2,7,1,MORENA,7,Que siga gobernando Morena,1,2,2,1,1,1,1,1,0.37
189934320,07/09/2023,21,PUEBLA,42,21_42,"CUAUTLANCINGO, PUE.",1,SAN JUAN CUAUTLANCINGO,328,11,1,53,,1,1,1,1,1,1,2,3,4,4,4,5,,97,97,2,7,2,MORENA,7,Que siga gobernando Morena,1,1,2,1,1,1,1,4,0.97
169527116,07/09/2023,23,QUINTANA ROO,1,23_1,"BENITO JUAREZ, Q. ROO.",1,CANCUN,826,79,1,35,4,1,1,1,1,1,1,1,1,5,4,4,5,98,97,97,97,7,1,MORENA,7,Que siga gobernando Morena,1,2,2,1,1,1,1,2,0.7
189879734,07/09/2023,7,CHIAPAS,102,7_102,"TUXTLA GUTIERREZ, CHIS.",1,TUXTLA GUTIERREZ,2044,16,2,98,7,1,2,2,1,1,1,1,,,3,3,5,5,97,97,2,7,2,MORENA,7,Que siga gobernando Morena,1,3,3,1,1,1,1,4,0.87
189883473,07/09/2023,30,VERACRUZ,192,30_192,"VERACRUZ, VER.",1,VERACRUZ,4821,1,1,57,,1,1,1,1,1,1,1,2,5,3,2,5,3,97,97,98,7,2,MORENA,7,Que siga gobernando Morena,1,3,2,1,1,1,1,6,1.75
189881230,07/09/2023,30,VERACRUZ,192,30_192,"VERACRUZ, VER.",1,VERACRUZ,4821,13,2,36,,1,1,2,1,2,1,1,2,,3,,5,3,97,97,98,7,2,MORENA,7,Que siga gobernando Morena,1,3,99,1,1,1,1,7,2.76
189870572,07/09/2023,30,VERACRUZ,55,30_55,"CUITLAHUAC, VER.",1,CUITLAHUAC,1297,35,2,70,,1,1,1,1,1,1,2,1,4,4,98,5,,97,97,97,7,2,MORENA,7,Que siga gobernando Morena,1,2,2,1,1,1,1,6,1.98
189825295,07/09/2023,17,MORELOS,30,17_30,"YECAPIXTLA, MOR.",2,JUAN MORALES,865,35,2,31,,1,1,2,1,2,1,,1,,98,,5,,97,97,2,7,2,MORENA,7,Que siga gobernando Morena,1,3,3,1,1,1,1,2,0.63
169551283,07/09/2023,19,NUEVO LEON,47,19_47,"SAN NICOLAS DE LOS GARZA, N.L.",1,SAN NICOLAS DE LOS GARZA,1784,44,1,44,4,1,1,1,1,1,1,1,1,5,2,5,5,2,97,97,97,7,1,MORENA,7,Que siga gobernando Morena,1,2,3,1,1,1,1,1,0.55
189838962,07/09/2023,17,MORELOS,18,17_18,"TEMIXCO, MOR.",1,TEMIXCO,618,21,1,45,,1,1,2,1,2,1,,3,,4,,5,,97,97,2,7,2,MORENA,7,Que siga gobernando Morena,1,1,2,1,1,1,1,6,2.22
189880463,07/09/2023,30,VERACRUZ,55,30_55,"CUITLAHUAC, VER.",1,CUITLAHUAC,1297,6,1,33,,1,1,1,1,2,1,2,1,4,4,,5,,97,97,2,7,2,MORENA,7,Que siga gobernando Morena,1,2,3,1,1,1,1,3,0.85
169524807,07/09/2023,28,TAMAULIPAS,35,28_35,"SAN FERNANDO, TAMPS.",1,SAN FERNANDO,1242,92,2,48,5,1,1,2,1,1,1,1,1,,4,4,5,4,97,97,97,7,1,MORENA,7,Que siga gobernando Morena,1,2,3,1,1,1,1,2,0.48
189932883,07/09/2023,11,GUANAJUATO,15,11_15,"GUANAJUATO, GTO.",1,GUANAJUATO,871,50,2,64,,1,1,1,1,2,1,2,1,4,4,,5,,97,97,97,7,2,MORENA,7,Que siga gobernando Morena,1,2,2,1,1,1,1,6,2.2
189934346,07/09/2023,15,MEXICO,13,15_13,"ATIZAPAN DE ZARAGOZA, MEX.",1,CIUDAD ADOLFO LOPEZ MATEOS,368,26,2,65,,1,1,2,1,2,1,2,1,,4,,5,,97,97,97,7,97,MORENA,7,Que siga gobernando Morena,1,2,2,1,1,1,1,4,0.87
189875717,07/09/2023,15,MEXICO,13,15_13,"ATIZAPAN DE ZARAGOZA, MEX.",1,CIUDAD ADOLFO LOPEZ MATEOS,322,1,1,56,,1,1,1,1,2,1,2,2,4,1,,5,,97,97,99,7,2,MORENA,7,Que siga gobernando Morena,1,3,2,1,1,3,2,2,0.52
189899007,07/09/2023,26,SONORA,49,26_49,"HERMOSILLO, SON.",1,HERMOSILLO,359,18,1,66,,1,1,2,1,1,1,1,1,,98,5,5,3,97,97,97,7,2,MORENA,7,Que siga gobernando Morena,1,3,3,1,1,1,2,5,0.86
189890603,07/09/2023,9,CIUDAD DE MEXICO,14,9_14,"BENITO JUAREZ, CDMX",1,CIUDAD DE MEXICO,4405,19,1,53,,1,1,2,1,2,1,2,3,,4,,5,,97,97,2,97,7,PVEM – Partido Verde Ecologista de México,5,Que haya un cambio de partido en el gobierno,2,3,3,3,3,97,97,6,2.22
189880644,07/09/2023,31,YUCATAN,50,31_50,"MERIDA, YUC.",4,CHOLUL,642,29,1,81,,1,1,2,1,1,1,1,1,,4,5,5,4,97,97,2,97,7,MORENA,7,Que siga gobernando Morena,1,2,2,1,1,98,2,6,1.25
189821866,07/09/2023,21,PUEBLA,115,21_115,"PUEBLA, PUE.",1,HEROICA PUEBLA DE ZARAGOZA,1469,9,2,21,,1,1,2,1,1,1,,4,,2,2,98,,3,97,2,98,98,Ninguno,97,Que haya un cambio de partido en el gobierno,2,2,1,2,2,3,2,3,0.7
189878030,07/09/2023,30,VERACRUZ,55,30_55,"CUITLAHUAC, VER.",1,CUITLAHUAC,1297,35,2,33,,1,1,1,1,1,1,1,2,3,3,3,98,98,3,97,2,7,2,MORENA,7,Que siga gobernando Morena,1,3,3,3,1,2,2,3,0.76
189941160,07/09/2023,15,MEXICO,13,15_13,"ATIZAPAN DE ZARAGOZA, MEX.",1,CIUDAD ADOLFO LOPEZ MATEOS,380,3,2,52,,1,1,2,1,2,1,2,2,,2,,98,,97,97,2,7,2,MORENA,7,Que siga gobernando Morena,1,2,2,1,1,1,1,4,0.7
189943750,07/09/2023,18,NAYARIT,4,18_4,"BAHIA DE BANDERAS, NAY.",1,MEZCALES,972,3,1,72,,1,1,1,1,2,1,1,2,98,2,,98,98,97,97,97,7,2,MORENA,7,Que siga gobernando Morena,1,3,3,1,1,1,1,3,0.45
189873550,07/09/2023,30,VERACRUZ,55,30_55,"CUITLAHUAC, VER.",1,CUITLAHUAC,1297,35,1,60,,1,1,1,1,1,1,2,2,4,2,98,98,,97,97,97,7,2,MORENA,7,Que siga gobernando Morena,1,3,3,1,1,1,1,6,1.75
189831433,07/09/2023,7,CHIAPAS,20,7_20,"LA CONCORDIA, CHIS.",589,LA TIGRILLA,312,40,2,70,,1,2,2,1,2,1,,,,98,,98,,97,97,2,7,98,MORENA,7,Que siga gobernando Morena,1,2,1,1,1,1,1,3,0.71
169554453,07/09/2023,25,SINALOA,10,25_10,"EL FUERTE, SIN.",7,MOCHICAHUI,2072,11,2,71,7,1,1,1,1,1,1,1,2,98,2,98,98,98,97,97,98,1,5,PAN - Partido Acción Nacional,1,No sabe,98,2,1,2,2,2,2,6,1.98
189941828,07/09/2023,18,NAYARIT,4,18_4,"BAHIA DE BANDERAS, NAY.",1,MEZCALES,972,63,1,38,,1,1,2,1,2,1,2,2,,4,,98,,97,97,1,6,2,Ninguno,97,Que siga gobernando Morena,1,2,3,2,2,3,1,4,1.03
9230074,07/09/2023,5,COAHUILA,2,5_2,"ACUÑA, COAH.",1,ACUÑA,3,91,1,54,,1,1,1,1,1,1,2,98,98,98,98,98,,97,97,1,2,7,Ninguno,97,Que haya un cambio de partido en el gobierno,2,3,2,3,3,2,2,1,0.51
189886150,07/09/2023,30,VERACRUZ,132,30_132,"POZA RICA DE HIDALGO, VER.",1,POZA RICA DE HIDALGO,3159,2,1,61,,1,1,2,1,1,1,2,98,,98,98,98,,98,97,98,7,2,MORENA,7,Que siga gobernando Morena,1,2,3,1,1,1,1,6,1.75
189840228,07/09/2023,15,MEXICO,32,15_32,"CHIMALHUACAN, MEX.",1,CHIMALHUACAN,1152,77,2,67,,1,1,2,1,2,1,,2,,98,,98,,98,97,98,7,2,MORENA,7,Que siga gobernando Morena,1,2,3,3,1,2,2,6,1.98
189883257,07/09/2023,24,SAN LUIS POTOSI,35,24_35,"SOLEDAD DE GRACIANO SANCHEZ, S.L.P.",1,SOLEDAD DE GRACIANO SANCHEZ,1246,42,1,61,,1,1,2,1,1,1,1,1,,3,98,98,98,98,97,97,98,98,NS / NR,98,Que siga gobernando Morena,1,3,3,98,98,98,98,4,0.77
189874622,07/09/2023,9,CIUDAD DE MEXICO,5,9_5,"GUSTAVO A. MADERO, CDMX",1,CIUDAD DE MEXICO,919,2,1,62,,1,1,1,1,2,1,2,99,99,99,,99,,97,97,98,97,97,Ninguno,97,No respondió,99,3,3,97,97,97,97,3,0.63
189875501,07/09/2023,7,CHIAPAS,102,7_102,"TUXTLA GUTIERREZ, CHIS.",1,TUXTLA GUTIERREZ,2044,6,1,21,,1,2,2,1,1,2,1,,,1,2,,4,3,97,2,5,6,PRI - Partido Revolucionario Institucional,2,Que haya un cambio de partido en el gobierno,2,2,2,3,2,2,2,1,0.55
169524956,07/09/2023,23,QUINTANA ROO,1,23_1,"BENITO JUAREZ, Q. ROO.",1,CANCUN,826,79,2,50,5,1,1,1,1,1,2,1,2,4,2,2,,2,3,97,2,6,3,MC - Movimiento Ciudadano,6,Que haya un cambio de partido en el gobierno,2,3,2,1,3,3,2,3,0.57
9230126,07/09/2023,8,CHIHUAHUA,19,8_19,"CHIHUAHUA, CHIH.",1,CHIHUAHUA,548,35,1,64,,1,1,2,1,1,2,1,3,,2,4,,98,3,97,2,7,2,MORENA,7,Que siga gobernando Morena,1,1,2,1,1,3,2,2,0.52
189896253,07/09/2023,14,JALISCO,102,14_102,"TONALA, JAL.",1,TONALA,2701,6,1,35,,1,2,1,1,2,2,2,,2,1,,,,3,97,2,7,2,MORENA,7,Que siga gobernando Morena,1,1,1,1,1,3,2,5,1.61
189832751,07/09/2023,19,NUEVO LEON,40,19_40,"MONTERREY, N.L.",1,MONTERREY,1325,9,2,50,,1,1,2,1,1,2,,2,,2,2,,,3,97,2,7,1,MORENA,7,Que siga gobernando Morena,1,3,3,1,1,3,2,1,0.37
9230029,07/09/2023,2,BAJA CALIFORNIA,1,2_1,"ENSENADA, B.C.",1,ENSENADA,89,12,1,36,,1,2,2,1,2,2,,,,2,,,,3,97,2,7,1,MORENA,7,Que siga gobernando Morena,1,2,2,1,3,3,1,3,0.84
189890651,07/09/2023,4,CAMPECHE,6,4_6,"HOPELCHEN, CAMP.",131,KANCABCHEN,408,14,1,53,,1,2,2,1,2,2,1,,,3,,,4,3,97,97,7,2,MORENA,7,Que siga gobernando Morena,1,3,2,1,1,3,2,5,1.52
189886164,07/09/2023,27,TABASCO,13,27_13,"NACAJUCA, TAB.",41,EJIDO SAMARCANDA,984,13,1,19,,1,1,1,2,2,2,2,2,2,,,,,3,97,2,7,1,MORENA,7,Que siga gobernando Morena,1,3,2,1,1,3,2,6,2.35
9230080,07/09/2023,5,COAHUILA,17,5_17,"MATAMOROS, COAH.",1,MATAMOROS,271,31,2,22,,1,2,2,1,2,2,2,,,2,,,,3,97,1,1,4,PAN - Partido Acción Nacional,1,Que haya un cambio de partido en el gobierno,2,3,1,2,2,3,1,5,1.34
189935666,07/09/2023,15,MEXICO,13,15_13,"ATIZAPAN DE ZARAGOZA, MEX.",1,CIUDAD ADOLFO LOPEZ MATEOS,368,20,2,30,,1,1,2,1,1,2,2,3,,3,3,,,3,97,2,1,7,Ninguno,97,Que haya un cambio de partido en el gobierno,2,3,3,2,2,3,2,1,0.49
189939913,07/09/2023,15,MEXICO,13,15_13,"ATIZAPAN DE ZARAGOZA, MEX.",1,CIUDAD ADOLFO LOPEZ MATEOS,380,3,1,30,,1,1,2,1,1,2,1,2,,2,2,,2,3,97,2,1,7,PRI - Partido Revolucionario Institucional,2,Que haya un cambio de partido en el gobierno,2,3,2,3,2,3,2,2,0.71
189891740,07/09/2023,30,VERACRUZ,192,30_192,"VERACRUZ, VER.",1,VERACRUZ,4228,29,1,18,,1,2,2,1,1,2,2,,,2,1,,,3,97,2,1,98,PRI - Partido Revolucionario Institucional,2,Que haya un cambio de partido en el gobierno,2,1,3,3,3,3,1,6,2.35
189934349,07/09/2023,15,MEXICO,13,15_13,"ATIZAPAN DE ZARAGOZA, MEX.",1,CIUDAD ADOLFO LOPEZ MATEOS,368,26,1,26,,1,2,2,1,1,2,2,,,2,2,,,3,97,2,97,7,PRI - Partido Revolucionario Institucional,2,Que haya un cambio de partido en el gobierno,2,3,2,3,1,3,1,3,0.85
189878331,07/09/2023,30,VERACRUZ,192,30_192,"VERACRUZ, VER.",1,VERACRUZ,4821,13,2,24,,1,1,1,1,1,2,1,3,2,3,2,,3,3,97,2,2,6,PRI - Partido Revolucionario Institucional,2,Que haya un cambio de partido en el gobierno,2,2,2,3,3,3,1,4,0.86
189829612,07/09/2023,15,MEXICO,105,15_105,"TLALNEPANTLA DE BAZ, MEX.",1,TLALNEPANTLA DE BAZ,4789,31,2,22,,1,1,2,1,2,2,,2,,2,,,,3,97,1,4,2,PT- Partido del Trabajo,4,Que haya un cambio de partido en el gobierno,2,2,2,3,3,3,1,2,0.58
189827576,07/09/2023,15,MEXICO,105,15_105,"TLALNEPANTLA DE BAZ, MEX.",1,TLALNEPANTLA DE BAZ,4789,31,2,21,,1,2,2,2,2,2,,,,,,,,3,97,1,7,1,PVEM – Partido Verde Ecologista de México,5,Que siga gobernando Morena,1,1,2,3,2,3,1,2,0.58
189896187,07/09/2023,20,OAXACA,66,20_66,"OAXACA DE JUAREZ, OAX.",1,OAXACA DE JUAREZ,609,9,1,23,,1,1,2,1,1,2,2,2,,2,2,,,3,97,2,6,2,MC - Movimiento Ciudadano,6,Que haya un cambio de partido en el gobierno,2,2,1,3,3,3,1,1,0.55
189826424,07/09/2023,13,HIDALGO,56,13_56,"SANTIAGO TULANTEPEC DE L GUERRERO, HGO.",23,SAN JOSE PEDREGAL,1116,14,1,18,,1,1,2,2,2,2,,2,,,,,,3,97,1,97,2,MC - Movimiento Ciudadano,6,Que haya un cambio de partido en el gobierno,2,2,1,3,1,2,1,1,0.55
189842915,07/09/2023,26,SONORA,59,26_59,"CAJEME, SON.",1,CD. OBREGON,925,27,2,36,,1,1,2,1,1,2,,3,,2,2,,,3,97,1,7,2,MORENA,7,Que siga gobernando Morena,1,1,2,3,1,2,2,1,0.41
189880063,07/09/2023,15,MEXICO,105,15_105,"TLALNEPANTLA DE BAZ, MEX.",1,TLALNEPANTLA DE BAZ,4939,33,2,18,,1,1,2,1,1,2,2,2,,2,2,,,3,97,2,97,1,MORENA,7,Que haya un cambio de partido en el gobierno,2,2,1,3,1,2,2,1,0.45
189877365,07/09/2023,20,OAXACA,66,20_66,"OAXACA DE JUAREZ, OAX.",1,OAXACA DE JUAREZ,523,31,1,39,,1,1,2,1,1,2,2,2,,1,1,,,3,97,2,7,2,MORENA,7,Que siga gobernando Morena,1,1,2,3,1,2,2,1,0.55
189937415,07/09/2023,10,DURANGO,12,10_12,"LERDO, DGO.",15,JUAN E. GARCIA,738,9,1,42,,1,2,2,1,1,2,2,,,3,2,,,3,97,2,97,2,MORENA,7,Que siga gobernando Morena,1,1,2,3,3,2,2,3,0.84
189825185,07/09/2023,13,HIDALGO,56,13_56,"SANTIAGO TULANTEPEC DE L GUERRERO, HGO.",23,SAN JOSE PEDREGAL,1116,14,1,18,,1,1,1,2,1,2,,2,2,,2,,,3,97,2,2,97,MORENA,7,Que haya un cambio de partido en el gobierno,2,1,1,3,3,2,1,1,0.55
189873944,07/09/2023,7,CHIAPAS,102,7_102,"TUXTLA GUTIERREZ, CHIS.",1,TUXTLA GUTIERREZ,2044,6,1,73,,1,1,2,2,2,2,2,3,,,,,,3,97,2,7,2,MORENA,7,Que siga gobernando Morena,1,3,1,3,1,2,2,7,1.97
189828859,07/09/2023,24,SAN LUIS POTOSI,35,24_35,"SOLEDAD DE GRACIANO SANCHEZ, S.L.P.",1,SOLEDAD DE GRACIANO SANCHEZ,1247,142,1,23,,1,2,2,2,2,2,,,,,,,,3,97,2,7,2,MORENA,7,Que siga gobernando Morena,1,1,2,3,1,2,2,2,0.7
189898439,07/09/2023,10,DURANGO,5,10_5,"DURANGO, DGO.",1,VICTORIA DE DURANGO,117,1,1,22,,1,2,2,1,1,2,2,,,2,2,,,3,97,98,6,4,Ninguno,97,No sabe,98,3,3,3,2,2,1,2,0.7
189892457,07/09/2023,19,NUEVO LEON,49,19_49,"SANTIAGO, N.L.",1,SANTIAGO,2105,21,2,42,,1,1,2,1,1,2,2,2,,2,2,,,3,97,2,7,1,MORENA,7,Que siga gobernando Morena,1,2,3,3,1,97,2,4,0.76
9230091,07/09/2023,12,GUERRERO,47,12_47,"OMETEPEC, GRO.",2,COCHOAPA,1824,34,1,23,,1,1,2,1,2,2,2,1,,1,,,,97,97,2,7,2,MORENA,7,Que siga gobernando Morena,1,3,1,1,1,1,1,4,1.03
189839659,07/09/2023,2,BAJA CALIFORNIA,5,2_5,"PLAYAS DE ROSARITO, B.C.",4,POBLADO ROSARITO,1263,208,1,67,,1,1,1,1,2,2,,1,4,3,,,,97,97,98,7,2,MORENA,7,Que siga gobernando Morena,1,3,3,1,1,1,2,7,1.97
189886810,07/09/2023,2,BAJA CALIFORNIA,5,2_5,"PLAYAS DE ROSARITO, B.C.",4,POBLADO ROSARITO,1263,208,2,19,,1,2,2,2,2,2,,,,,,,,1,97,2,1,4,PAN - Partido Acción Nacional,1,Que haya un cambio de partido en el gobierno,2,3,2,2,2,2,2,6,1.96
189877287,07/09/2023,32,ZACATECAS,42,32_42,"SOMBRERETE, ZAC.",1,SOMBRERETE,1293,33,2,60,,1,1,1,1,1,2,2,2,2,4,4,,,1,97,1,7,1,MORENA,7,Que siga gobernando Morena,1,3,1,2,2,2,2,2,0.65
189827271,07/09/2023,14,JALISCO,120,14_120,"ZAPOPAN, JAL.",230,FRACCIONAMIENTO VALLE DE LOS MOLINOS,3026,295,1,38,,1,2,2,1,2,2,,,,3,,,,1,97,97,7,2,PT- Partido del Trabajo,4,Que siga gobernando Morena,1,3,3,3,3,97,97,5,1.61
189936907,07/09/2023,7,CHIAPAS,97,7_97,"TONALA, CHIS.",2,PAREDON,1509,1,2,40,,1,1,2,1,2,2,2,3,,3,,,,3,97,2,7,2,MORENA,7,Que siga gobernando Morena,1,2,3,1,1,1,1,3,0.62
4408357492,07/09/2023,15,MEXICO,41,15_41,"IXTAPAN DE LA SAL, MEX.",8,AHUACATITLAN,2174,9,1,77,,1,1,2,1,2,2,2,1,,3,,,,3,97,98,7,2,MORENA,7,Que siga gobernando Morena,1,2,1,1,1,1,1,5,0.86
189833663,07/09/2023,20,OAXACA,66,20_66,"OAXACA DE JUAREZ, OAX.",1,OAXACA DE JUAREZ,523,31,1,66,,1,1,2,1,2,2,,1,,1,,,,97,97,97,7,1,MORENA,7,Que siga gobernando Morena,1,2,2,1,1,1,1,4,0.55
9230063,07/09/2023,8,CHIHUAHUA,37,8_37,"JUAREZ, CHIH.",1,JUAREZ,1889,92,2,45,,1,1,2,1,2,2,2,1,,2,,,,97,97,2,7,2,MORENA,7,Que siga gobernando Morena,1,3,3,1,1,1,1,2,0.48
9230032,07/09/2023,8,CHIHUAHUA,37,8_37,"JUAREZ, CHIH.",1,JUAREZ,2829,23,2,33,,1,1,2,1,2,2,,3,,2,,,,97,97,1,7,2,MORENA,7,Que siga gobernando Morena,1,3,1,1,1,1,1,1,0.49
9230093,07/09/2023,7,CHIAPAS,56,7_56,"MITONTIC, CHIS.",5,CHALAM,784,9999,2,41,,1,1,2,1,1,2,2,1,,3,3,,,97,97,2,7,2,MORENA,7,Que siga gobernando Morena,1,2,2,1,1,1,1,2,0.52
189834564,07/09/2023,9,CIUDAD DE MEXICO,11,9_11,"TLAHUAC, CDMX",1,CIUDAD DE MEXICO,5550,9,2,59,,1,1,2,1,2,2,,1,,2,,,,97,97,99,7,2,MORENA,7,Que siga gobernando Morena,1,2,2,1,1,1,1,3,0.78
9230103,07/09/2023,8,CHIHUAHUA,37,8_37,"JUAREZ, CHIH.",1,JUAREZ,1889,94,2,62,,1,1,2,1,2,2,2,1,,1,,,,97,97,2,7,2,MORENA,7,Que siga gobernando Morena,1,2,1,1,1,1,1,3,0.78
189934347,07/09/2023,15,MEXICO,13,15_13,"ATIZAPAN DE ZARAGOZA, MEX.",1,CIUDAD ADOLFO LOPEZ MATEOS,368,26,2,32,,1,1,2,1,1,2,2,2,,3,2,,,97,97,97,7,1,MORENA,7,Que siga gobernando Morena,1,2,2,1,1,1,1,1,0.49
189828528,07/09/2023,27,TABASCO,6,27_6,"CUNDUACAN, TAB.",4,ONCE DE FEBRERO POBLADO,642,14,1,30,,1,1,2,1,2,2,,2,,4,,,,97,97,2,7,2,MORENA,7,Que siga gobernando Morena,1,3,3,1,1,1,1,6,2.37
169554210,07/09/2023,20,OAXACA,69,20_69,"PINOTEPA DE DON LUIS, OAX.",1,PINOTEPA DE DON LUIS,635,77,2,50,5,1,1,2,1,2,2,2,1,,3,,,,97,97,2,7,2,MORENA,7,Que siga gobernando Morena,1,2,2,1,1,1,1,6,1.61
189880152,07/09/2023,27,TABASCO,13,27_13,"NACAJUCA, TAB.",41,EJIDO SAMARCANDA,984,13,2,64,,1,1,2,1,2,2,1,2,,4,,,4,97,97,2,7,2,MORENA,7,Que siga gobernando Morena,1,2,2,1,1,1,1,3,0.78
189828527,07/09/2023,27,TABASCO,6,27_6,"CUNDUACAN, TAB.",4,ONCE DE FEBRERO POBLADO,642,2,2,24,,1,1,2,1,2,2,,1,,2,,,,97,97,2,7,1,MORENA,7,Que siga gobernando Morena,1,3,2,1,1,1,1,7,3.1
189939590,07/09/2023,7,CHIAPAS,97,7_97,"TONALA, CHIS.",2,PAREDON,1509,1,1,44,,1,2,2,1,2,2,2,,,3,,,,97,97,1,7,2,MORENA,7,Que siga gobernando Morena,1,1,2,1,1,1,1,4,1.03
4408803258,07/09/2023,16,MICHOACAN,111,16_111,"ZINAPECUARO, MICH.",3,JERAHUARO DE JUAREZ,2559,63,1,56,,1,1,1,1,1,2,2,1,3,3,3,,,97,97,2,7,2,MORENA,7,Que siga gobernando Morena,1,2,1,1,1,1,1,3,0.63
189887766,07/09/2023,15,MEXICO,13,15_13,"ATIZAPAN DE ZARAGOZA, MEX.",1,CIUDAD ADOLFO LOPEZ MATEOS,322,1,2,32,,1,1,2,1,2,2,2,2,,2,,,,97,97,2,7,2,MORENA,7,Que siga gobernando Morena,1,3,2,1,1,1,1,3,0.76
9230087,07/09/2023,5,COAHUILA,17,5_17,"MATAMOROS, COAH.",1,MATAMOROS,271,31,1,31,,1,2,2,1,2,2,2,,,4,,,,97,97,2,7,2,MORENA,7,Que siga gobernando Morena,1,2,3,1,1,1,1,4,1.03
189884224,07/09/2023,9,CIUDAD DE MEXICO,5,9_5,"GUSTAVO A. MADERO, CDMX",1,CIUDAD DE MEXICO,1361,27,1,67,,1,1,2,1,1,2,2,1,,2,4,,,97,97,2,7,2,MORENA,7,Que siga gobernando Morena,1,3,2,1,1,1,1,2,0.37
189871882,07/09/2023,21,PUEBLA,116,21_116,"QUECHOLAC, PUE.",1,QUECHOLAC,1613,11,2,28,,1,1,2,1,2,2,2,2,,3,,,,97,97,2,7,2,MORENA,7,Que siga gobernando Morena,1,2,2,1,1,1,1,4,0.93
189936948,07/09/2023,7,CHIAPAS,97,7_97,"TONALA, CHIS.",2,PAREDON,1509,46,1,70,,1,2,2,1,2,2,2,,,4,,,,97,97,97,7,97,MORENA,7,Que siga gobernando Morena,1,3,1,1,1,1,1,6,1.25
189886842,07/09/2023,11,GUANAJUATO,17,11_17,"IRAPUATO, GTO.",16,VILLAS DE IRAPUATO,1149,17,1,23,,1,2,2,1,2,2,2,,,2,,,,97,97,97,7,1,MORENA,7,Que siga gobernando Morena,1,3,2,1,1,1,1,2,0.7
189883432,07/09/2023,11,GUANAJUATO,17,11_17,"IRAPUATO, GTO.",16,VILLAS DE IRAPUATO,1149,17,1,38,,1,1,2,2,2,2,2,2,,,,,,97,97,2,7,2,MORENA,7,Que siga gobernando Morena,1,2,2,1,1,1,1,1,0.55
189828526,07/09/2023,27,TABASCO,6,27_6,"CUNDUACAN, TAB.",4,ONCE DE FEBRERO POBLADO,642,2,2,25,,1,1,2,2,2,2,,1,,,,,,97,97,2,7,2,MORENA,7,Que siga gobernando Morena,1,2,2,1,1,1,1,6,2.12
189898680,07/09/2023,10,DURANGO,5,10_5,"DURANGO, DGO.",1,VICTORIA DE DURANGO,117,23,2,39,,1,1,2,2,2,2,2,3,,,,,,97,97,2,98,6,MORENA,7,Que siga gobernando Morena,1,3,2,1,1,1,1,6,1.75
189838939,07/09/2023,27,TABASCO,6,27_6,"CUNDUACAN, TAB.",4,ONCE DE FEBRERO POBLADO,642,14,2,37,,1,1,2,2,2,2,,1,,,,,,97,97,2,7,2,MORENA,7,Que siga gobernando Morena,1,3,2,1,1,1,1,4,0.76
189828524,07/09/2023,27,TABASCO,6,27_6,"CUNDUACAN, TAB.",4,ONCE DE FEBRERO POBLADO,642,2,2,50,,1,1,2,2,2,2,,2,,,,,,97,97,2,7,1,MORENA,7,Que siga gobernando Morena,1,2,2,1,1,1,1,4,0.7
189872405,07/09/2023,21,PUEBLA,116,21_116,"QUECHOLAC, PUE.",1,QUECHOLAC,1613,11,2,54,,1,1,2,2,2,2,2,1,,,,,,97,97,1,7,2,MORENA,7,Que siga gobernando Morena,1,2,2,1,1,1,1,6,1.61
189837333,07/09/2023,14,JALISCO,120,14_120,"ZAPOPAN, JAL.",2,NUEVO MEXICO,3499,22,2,66,,1,1,2,2,2,2,,1,,,,,,97,97,2,7,2,MORENA,7,Que siga gobernando Morena,1,3,3,1,1,1,1,3,0.71
