date,year,month,day,NOM_ENT,NOM_MUN,KEY,newspaper,keyword,text
2022-01-31,2022,1,31,CAMPECHE,CAMPECHE,4_2,paginabierta.mx,Morena,por redaccion campeche cam de enero de contrario lo que pregonaba morena se aferra tener el poder el control de todos los espacios en el congreso del estado muestra de ello es la imposicion en la integracion de la mesa directiva para el segundo periodo ordinario de sesiones este lunes en sesion previa fue electa la mesa directiva del congreso del estado de campeche que conducira los trabajos parlamentarios durante el segundo periodo ordinario de sesiones del primer ano de ejercicio constitucional de la actual legislatura comprendido del de febrero al de marzo del ano en curso la directiva modo es la misma del periodo ordinario pasado por lo que quedo conformada de la siguiente manera presidenta balbina alejandra hidalgo zavala de morena primer vicepresidente hector hernan malave gamboa de morena segundo vicepresidente noel juarez castellanos del pri primera secretaria irayde del carmen avilez kantun de morena segunda secretaria karla guadalupe toledo zamora del pri tercera secretaria hipsi marisol estrella guillermo de moci cuarta secretaria daniela guadalupe martinez hernandez de moci para la conformacion de la mesa directiva fueron recibidas leidas tres propuestas presentadas por igual numero de grupos parlamentarios de la legislatura obteniendo la mayoria de votos la presentada por morena al registrar votos favor en contra que es la descrita en el parrafo anterior mientras que las del pri de moci registraron cada una votos favor en contra tanto el grupo parlamentario del pri como el de moci propusieron los mismos diputados diputadas para integrar la mesa directiva pero fueron desechadas por el bloque morena pan los que se sumaron los diputados aun mocistas fabricio perez mendoza abigail gutierrez morales elias baeza ake
2022-01-31,2022,1,31,CAMPECHE,CARMEN,4_3,paginabierta.mx,Morena,por redaccion campeche cam de enero de contrario lo que pregonaba morena se aferra tener el poder el control de todos los espacios en el congreso del estado muestra de ello es la imposicion en la integracion de la mesa directiva para el segundo periodo ordinario de sesiones este lunes en sesion previa fue electa la mesa directiva del congreso del estado de campeche que conducira los trabajos parlamentarios durante el segundo periodo ordinario de sesiones del primer ano de ejercicio constitucional de la actual legislatura comprendido del de febrero al de marzo del ano en curso la directiva modo es la misma del periodo ordinario pasado por lo que quedo conformada de la siguiente manera presidenta balbina alejandra hidalgo zavala de morena primer vicepresidente hector hernan malave gamboa de morena segundo vicepresidente noel juarez castellanos del pri primera secretaria irayde del carmen avilez kantun de morena segunda secretaria karla guadalupe toledo zamora del pri tercera secretaria hipsi marisol estrella guillermo de moci cuarta secretaria daniela guadalupe martinez hernandez de moci para la conformacion de la mesa directiva fueron recibidas leidas tres propuestas presentadas por igual numero de grupos parlamentarios de la legislatura obteniendo la mayoria de votos la presentada por morena al registrar votos favor en contra que es la descrita en el parrafo anterior mientras que las del pri de moci registraron cada una votos favor en contra tanto el grupo parlamentario del pri como el de moci propusieron los mismos diputados diputadas para integrar la mesa directiva pero fueron desechadas por el bloque morena pan los que se sumaron los diputados aun mocistas fabricio perez mendoza abigail gutierrez morales elias baeza ake
2022-01-18,2022,1,18,CAMPECHE,CAMPECHE,4_2,paginabierta.mx,Morena,por redaccion campeche cam de enero de la gobernadora de campeche layda sansores san roman salio la defensa del exgobernador del pri carlos miguel aysa gonzalez quien fue propuesto como embajador de mexico en republica dominicana al declarar que se trata de una distincion al exmandatario estatal entrevistada en el aeropuerto de la ciudad sansores san roman afirmo que no se trata de ninguna traicion sino de una distincion por parte del presidente andres manuel lopez obrador hacia carlos miguel aysa gonzalez lo interesantes es que desde que tomo posesion de la gubernatura layda sansores ha llamado tramposo corrupto aysa gonzalez incluso hizo renunciar la hija del proximo embajador de su puesto en el instituto electoral del estado de campeche ademas en cada martes del jaguar sale acusar irregularidades del sexenio pasado cuando gobernaron alejandro moreno cardenas carlos miguel aysa gonzalez yo no veo ninguna traicion creo que es una distincion del presidente para un campechano lo felicito le deseamos exito ademas la embajada que le dan es santo domingo quien es embajador sabe muy que santo domingo dentro del caribe es el pais con quien tenemos mayor intercambio comercial asi que es un puesto muy importante asevero aysa siempre se porto con lealtad su partido es un nombramiento del presidente asi que ellos los priistas deben de sentirse muy molestos no se por que razones para los campechanos nos debera satisfacer remarco la gobernadora reconocio que carlos miguel aysa gonzalez practicamente fue premiado por no meter las manos en la pasada eleccion para favorecer al pri dejando asi el camino libre para el triunfo de morena miren yo creo que si en todo caso quisieran acusar no se hubiera ido al tercer lugar yo creo que las cosas se dieron independientemente de que tal vez trato de meter las manos lo menos posible por asi decirlo pero nuestro triunfo bien ganado recontado dijo
2022-01-17,2022,1,17,CAMPECHE,CAMPECHE,4_2,paginabierta.mx,Morena,por redaccion campeche cam de enero de cecilia sanchez garcia senadora del partido morena por campeche presento un punto de acuerdo la comision permanente del congreso de la union para que se investiguen posibles conductas delictivas en la donacion de automoviles por parte del secretario general de la seccion del sindicato de trabajadores petroleros de la republica mexicana stprm victor kidnie de la cruz mismos que fueron rifados en el marco de la celebracion del dia del policia que encabezo layda sansores san roman gobernadora del estado la legisladora federal en el documento pide al congreso de la union exhortar la contraloria de campeche con el fin de realizar las acciones necesarias para esclarecer el origen de los vehiculos de acuerdo con la senadora kidnie de la cruz dono cuatro vehiculos que fueron rifados entre elementos de la policia estatal el pasado de diciembre en el centro de convenciones campeche xxi donde ademas de sansores san roman participaron la secretaria de proteccion seguridad ciudadana marcela munoz martinez el fiscal general del estado renato sales heredia es importante conocer quien pago dono de donde salio el dinero para la compra de los mencionados automoviles que por cierto se acusa de chanchullo en el proceso para favorecer dos altos funcionarios de la secretaria de seguridad afines la titular quienes no debieron participar en la citada rifa senalo la senadora de morena manifesto su preocupacion con respecto las acusaciones que se han vertido en medios de comunicacion en contra de kidnie quien ademas de senalar por su cercania con carlos romero deschamps se le vincula con delitos de como el lavado de dinero el desvio de recursos cabe recordar que tras el evento miembros de organizaciones sociales criticaron el acercamiento entre kidnie layda sansores pues aseguraron que dicho encuentro contradecia la lucha contra la corrupcion que promueve el gobierno de la 
2022-01-17,2022,1,17,CAMPECHE,CAMPECHE,4_2,paginabierta.mx,Morena,por redaccion campeche cam de enero de toma tu champoton el gobierno federal de morena que encabeza andres manuel lopez obrador designo carlos miguel aysa gonzalez exgobernador priista sustituto de campeche para ser embajador de mexico en republica dominicana la tarde de este lunes la secretaria de relaciones exteriores del gobierno federal emitio un comunicado donde se informaron las designaciones para representaciones de mexico en el exterior entre ellas la de aysa gonzalez quien estuvo al frente del gobierno del estado durante poco mas dos anos sustituyendo alejandro moreno cardenas el comunicado destaca que todas las personas que fueron propuestas son perfiles con trayectorias relevantes en el servicio publico aunque el exgobernador sirvio como tapadera de la corrupcion de alito moreno esto tambien demuestra la incongruencia de la llamada cuarta transformacion de morena ya que pactaron con aysa gonzalez para entregar la gubernatura del estado layda sansores traicionando al partido tricolor pero que al final de cuentas por la forma de operar negociar se puede interpretar de que el pri sigue gobernando la entidad hay que recordar que carlos miguel aysa gonzalez logro colocar su hijo carlos miguel aysa damas como diputado plurinominal por el pri el pri que hoy ya le advirtio que lo expulsarian en caso de aceptar la propuesta de lopez obrador
2022-01-17,2022,1,17,CAMPECHE,CHAMPOTON,4_4,paginabierta.mx,Morena,por redaccion campeche cam de enero de toma tu champoton el gobierno federal de morena que encabeza andres manuel lopez obrador designo carlos miguel aysa gonzalez exgobernador priista sustituto de campeche para ser embajador de mexico en republica dominicana la tarde de este lunes la secretaria de relaciones exteriores del gobierno federal emitio un comunicado donde se informaron las designaciones para representaciones de mexico en el exterior entre ellas la de aysa gonzalez quien estuvo al frente del gobierno del estado durante poco mas dos anos sustituyendo alejandro moreno cardenas el comunicado destaca que todas las personas que fueron propuestas son perfiles con trayectorias relevantes en el servicio publico aunque el exgobernador sirvio como tapadera de la corrupcion de alito moreno esto tambien demuestra la incongruencia de la llamada cuarta transformacion de morena ya que pactaron con aysa gonzalez para entregar la gubernatura del estado layda sansores traicionando al partido tricolor pero que al final de cuentas por la forma de operar negociar se puede interpretar de que el pri sigue gobernando la entidad hay que recordar que carlos miguel aysa gonzalez logro colocar su hijo carlos miguel aysa damas como diputado plurinominal por el pri el pri que hoy ya le advirtio que lo expulsarian en caso de aceptar la propuesta de lopez obrador
2022-01-07,2022,1,7,CAMPECHE,CAMPECHE,4_2,paginabierta.mx,Morena,por redaccion campeche cam de enero de la gobernadora del estado layda sansores san roman continua imponiendo su gente en organos autonomos para tener el control absoluto ahora fue turno de la comision de transparencia acceso la informacion publica del estado de campeche coitapec fue mediados de semana cuando se eligio por unanimidad nestor cervera camara como presidente de la cotaipec para los proximos tres anos quien contendio por la junta municipal de dzibalchen en el pasado proceso electoral por el partido morena hay que recordar que nestor cervera camara llego como comisionado de transparencia con el respaldo de diputados del pri pan morena asi como algunos de movimiento ciudadano al estilo del viejo regimen layda sansores acomodo ya sus fichas en los organismos autonomos con titulares modo como lo es la comision de derechos humanos del estado de campeche codhecam la auditoria superior del estado de campeche asecam ahora en la cotaipec asi se evitara el cuestionamiento en su gobierno transitara de forma tranquila haciendo deshaciendo su voluntad
2022-01-04,2022,1,4,CAMPECHE,CAMPECHE,4_2,paginabierta.mx,Morena,por redaccion campeche cam de enero de el partido del trabajo pt que ayudo layda sansores  morena para llegar al gobierno estatal al ir como aliados en el pasado proceso electoral critico el autoritarismo de la titular de la secretaria de proteccion seguridad ciudadana marcela munoz martinez ante la caceria de motociclistas que inicio esta semana desde sus redes sociales el comisionado estatal del pt antonio gomez saucedo dejo en claro que no hay que confundir la autoridad con el autoritarismo como lo hace la secretaria de seguridad marcela munoz asi no marcela si lo que buscan es que la ley se cumpla los duenos de vehiculos se regularicen entonces que habiliten mayor cantidad de personal para atender los ciudadanos que se amplien los horarios los puntos de pago de otra forma solo se observa como una necesidad individual de demostrar el poder expuso el exdiputado local gomez saucedo subrayo que los retenes solo sirven para engrosar los bolsillos de los duenos de gruas corralones del estado de campeche donde hay que mencionar que en tan solo dos dias se han detenido motos lo que deja una derrama economica de aproximadamente mil pesos para las gruas ya que el costo de arrastre es de pesos en esto no se contabiliza la multa que tienen que pagar los duenos de las motos en caso de no poderla pagar el mismo dia la estadia en el corralon es de pesos ojala alguien le avise los diputados de la lxiv legislatura que muchos de los motociclistas votaron por ellos como sus representantes populares hoy ni una voz se levanta arremetio el petista no me identifico con la llamada resistencia civil soy obradorista creo en el proyecto de la pero me preocupa que desde la autoridad se lastime los que menos tienen sentencio
2021-12-14,2021,12,14,CAMPECHE,CAMPECHE,4_2,paginabierta.mx,Morena,por redaccion campeche cam de diciembre de con votos favor de los diputados del pri pan morena votos en contra todos de la bancada de movimiento ciudadano fue aprobado el presupuesto de egresos del estado en la vigesima sesion ordinaria celebrada este martes se aprobo un presupuesto de mil millones mil pesos para gastar el proximo ano donde se privilegian rubros como comunicacion social descuidando temas como salud educacion seguridad fue asi como lo senalo el coordinador parlamentario de movimiento ciudadano paul arce ontiveros quien desde la tribuna legislativa se pronuncio en contra del dictamen del presupuesto de egresos ya que alego que no fue construido de acuerdo con lo que los campechanos han pedido en esta ocasion se tuvo la oportunidad de construir un presupuesto de egresos en el cual se tome en cuenta todas cada una de las solicitudes necesidades del pueblo campechano por eso estoy en contra porque no se priorizaron las necesidades de los campechanos externo en el tema de salud senalo que hay muchas deficiencias como la carencia de medicamentos para el cancer otros tratamientos el tema de la salud mental asi como falta de medicos demas insumos les garantizo que si el tema de salud no se pone primero sobre todos los temas en el presupuesto la verdad estamos mal como gobierno apunto menciono que otro tema importante que se debio tomar en cuenta en el presupuesto es la educacion pues dijo que ya se ha externado el problema que hay en los planteles escolares sobre todo en el regreso las clases los planteles no funcionan al por ciento es evidente vimos en la ley de ingresos que venia una reduccion pero si en este caso al ejecutivo del estado le importara la educacion hubiera hecho una compensacion nosotros en la comparecencia preguntamos que se iba hacer con ese decremento no hubo contestacion nunca se esclarecio asevero fue en este punto donde recrimino que en estos rubros prioritarios no hay para aumentar el presupuesto en contra parte al tema del gasto en comunicacion social del gobierno del estado que dicho sea de paso su titular es walther david patron bacab quien fungio como prestanombre de gerardo sanchez sansores sobrino de la gobernadora layda sansores si hay dinero para poder incrementar el gasto de comunicacion social de la oficina de la gobernadora para eso si hay dinero hay dinero para incrementar la televisora de campeche trc en este caso pues realmente escucho la palabra primero los pobres pero no fueron incluidos en el presupuesto porque nunca se les pregunto que es lo que necesitaban sino que se hizo de acuerdo con lo que les convenia arremetio en este caso considero que en todo momento se debio haber analizado tomado en cuenta las opiniones de los campechanos los secretarios que ocupan los cargos hubieran hablado con ellos tampoco se dijo como se iba usar los millones de pesos de mas que se recaudaran con el impuesto sobre nomina estoy en contra porque no se priorizaron las necesidades de los campechanos concluyo
2021-12-14,2021,12,14,CAMPECHE,CAMPECHE,4_2,paginabierta.mx,Morena,por redaccion campeche cam de diciembre de toma tu champoton el gobierno estatal de la que encabeza layda sansores san roman asesto un nuevo golpe en contra de las los campechanos sobre todo de quienes hacen deporte pues ahora tendran que pagar una cuota de pesos semanales para hacer uso de las instalaciones como la unidad deportiva de noviembre el centro de alto rendimiento cedar el centro paralimpico de campeche en redes sociales campechanos que desde hace varios anos participan en torneos de basquetbol otra disciplina evidenciaron que ahora tienen que pagar para hacer uso de las canchas de frontenis de la unidad deportiva de noviembre cuando jamas lo habian realizado siendo asi el gobierno de morena de la el primero en la historia de campeche en aplicar este cobro lo anterior luego de que senalar que el director del instituto del deporte de campeche indecam el cubano francisco menendez botanez quien es concuno de gerardo sanchez sansores sobrino de la gobernadora layda sansores cuyo prestanombre fue walter david patron bacab hoy titular de la unidad de comunicacion social del gobierno estatal ordenara el cobro de estas tarifas despues de un tiempo de jugar basket con los maxi veteranos el dia de hoy en el deportivo de noviembre no nos permitieron ingresar este espacio publico si no pagabamos cantidad de cuota este es el cambio verdadero tia layda ahora hay que pagar para poder hacer deporte en campeche acuso un usuario en redes sociales por si fuera poco luis turriza silva director de desarrollo deportivo del indecam roman aguilar alvarado jefe de la unidad de deporte federado confirmaron entre contradicciones el cobro de cuotas para el uso de las instalaciones en el centro deportivo de noviembre el cedar el centro paralimpico de campeche afirmaron que todas las personas sin excepcion alguna se les cobra una cuota se les da su recibo de pago
