percepcion,ideologia,KEY
Desaprueba algo,Ninguno,25_8
Desaprueba mucho,PAN mucho,25_8
Desaprueba algo,Ninguno,25_8
Aprueba algo,PRI mucho,25_8
Desaprueba algo,Ninguno,25_8
Ni aprueba ni desaprueba,PRD poco,25_8
Aprueba mucho,PRI mucho,25_8
Ni aprueba ni desaprueba,PAN mucho,25_8
Ni aprueba ni desaprueba,PRI mucho,25_11
Ni aprueba ni desaprueba,Morena poco,25_11
Aprueba mucho,PRI mucho,25_11
Aprueba mucho,PRI mucho,25_11
Desaprueba mucho,PAN mucho,25_11
Ni aprueba ni desaprueba,PRI mucho,25_11
Desaprueba algo,PAN mucho,25_11
Ni aprueba ni desaprueba,PVEM mucho,25_11
Ni aprueba ni desaprueba,Ninguno,25_12
Ni aprueba ni desaprueba,PRI poco,25_12
Desaprueba mucho,Ninguno,25_12
Desaprueba algo,PAN mucho,25_12
Desaprueba mucho,Morena mucho,25_12
Ni aprueba ni desaprueba,Ninguno,25_12
Desaprueba mucho,Otro,25_12
Ns/Nc,Ninguno,25_12
Desaprueba algo,Morena mucho,26_30
Desaprueba mucho,Morena mucho,26_30
Desaprueba algo,PAN mucho,26_30
Desaprueba mucho,Morena mucho,26_30
Desaprueba mucho,PAN mucho,26_30
Desaprueba mucho,Ninguno,26_30
Aprueba algo,PRI mucho,26_30
Desaprueba mucho,Morena mucho,26_30
Aprueba algo,PAN mucho,26_49
Desaprueba mucho,Morena mucho,26_49
Desaprueba algo,Morena mucho,26_49
Desaprueba algo,Ninguno,26_49
Desaprueba mucho,PAN mucho,26_49
Desaprueba mucho,Ninguno,26_49
Desaprueba mucho,Morena mucho,26_49
Aprueba mucho,PRI mucho,26_49
Desaprueba mucho,PRI mucho,26_59
Desaprueba mucho,PRI poco,26_59
Ni aprueba ni desaprueba,PRI poco,26_59
Desaprueba mucho,Ninguno,26_59
Ni aprueba ni desaprueba,PRI mucho,26_59
Desaprueba mucho,Ninguno,26_59
Desaprueba mucho,Ninguno,26_59
Desaprueba mucho,Ninguno,26_59
Aprueba mucho,PRI poco,26_68
Desaprueba mucho,Morena mucho,26_68
Ni aprueba ni desaprueba,Morena mucho,26_68
Desaprueba mucho,Morena mucho,26_68
Desaprueba mucho,Morena mucho,26_68
Desaprueba mucho,PRI poco,26_68
Desaprueba mucho,Ninguno,26_68
Desaprueba mucho,Morena mucho,26_68
Desaprueba algo,Morena mucho,27_6
Desaprueba mucho,PRD mucho,27_6
Ni aprueba ni desaprueba,PRI mucho,27_6
Aprueba algo,PRD mucho,27_6
Ni aprueba ni desaprueba,PAN mucho,27_6
Desaprueba algo,Ninguno,27_6
Ni aprueba ni desaprueba,PVEM poco,27_6
Desaprueba algo,Morena poco,27_6
Ni aprueba ni desaprueba,Morena poco,27_11
Desaprueba mucho,PRI poco,27_11
Desaprueba algo,PRI mucho,27_11
Desaprueba algo,Morena poco,27_11
Desaprueba algo,Ninguno,27_11
Ni aprueba ni desaprueba,Morena poco,27_11
Aprueba algo,PRI mucho,27_11
Aprueba algo,PRD mucho,27_11
Desaprueba algo,PRD poco,28_2
Aprueba mucho,PAN poco,28_2
Desaprueba algo,Ninguno,28_2
Aprueba algo,Ninguno,28_2
Aprueba mucho,PAN poco,28_2
Aprueba algo,PRI mucho,28_2
Desaprueba algo,Ninguno,28_2
Aprueba algo,PRD poco,28_2
Aprueba algo,PRI mucho,28_19
Desaprueba algo,PVEM mucho,28_19
Desaprueba algo,Ninguno,28_19
Aprueba mucho,PRI mucho,28_19
Ni aprueba ni desaprueba,PAN mucho,28_19
Aprueba mucho,PRI mucho,28_19
Desaprueba algo,PVEM mucho,28_19
Ni aprueba ni desaprueba,Ninguno,28_19
Aprueba mucho,PRI poco,28_27
Aprueba algo,PRI mucho,28_27
Desaprueba algo,Ninguno,28_27
Aprueba mucho,PRI mucho,28_27
Ni aprueba ni desaprueba,PAN mucho,28_27
Aprueba algo,Ninguno,28_27
Desaprueba algo,PVEM mucho,28_27
Aprueba algo,Morena mucho,28_27
Ni aprueba ni desaprueba,PRD mucho,28_32
Desaprueba algo,Morena mucho,28_32
Desaprueba algo,PRD poco,28_32
Ni aprueba ni desaprueba,Ninguno,28_32
Aprueba algo,PRD poco,28_32
Aprueba algo,Ninguno,28_32
Aprueba mucho,PRI mucho,28_32
Aprueba algo,PVEM poco,28_32
Desaprueba algo,Ninguno,28_32
Desaprueba algo,Ninguno,29_2
Desaprueba mucho,Ninguno,29_2
Desaprueba mucho,Ninguno,29_2
Desaprueba algo,Ninguno,29_2
Desaprueba mucho,Ninguno,29_2
Desaprueba mucho,Ninguno,29_2
Desaprueba algo,PAN poco,29_2
Desaprueba mucho,Morena poco,29_2
Desaprueba mucho,Morena poco,29_3
Desaprueba mucho,Ninguno,29_3
Desaprueba algo,Ninguno,29_3
Aprueba algo,Ninguno,29_3
Desaprueba mucho,Ninguno,29_3
Desaprueba mucho,Ninguno,29_3
Desaprueba mucho,Morena poco,29_3
Desaprueba mucho,Morena mucho,29_3
Ni aprueba ni desaprueba,PRI poco,29_31
Ni aprueba ni desaprueba,PAN mucho,29_31
Desaprueba mucho,Morena poco,29_31
Desaprueba mucho,Ninguno,29_31
Ns/Nc,Ninguno,29_31
Ni aprueba ni desaprueba,Ninguno,29_31
Desaprueba algo,PRI poco,29_31
Desaprueba algo,PAN poco,29_31
Ni aprueba ni desaprueba,PAN poco,30_87
Desaprueba algo,Morena poco,30_87
Ni aprueba ni desaprueba,Ninguno,30_87
Aprueba algo,Morena mucho,30_87
Desaprueba algo,Morena poco,30_87
Desaprueba algo,Morena mucho,30_87
Desaprueba mucho,Morena mucho,30_87
Ni aprueba ni desaprueba,PAN mucho,30_87
Desaprueba mucho,PAN mucho,30_89
Desaprueba algo,Morena mucho,30_89
Desaprueba algo,Ninguno,30_89
Aprueba algo,PRI poco,30_89
Desaprueba mucho,Ninguno,30_89
Ni aprueba ni desaprueba,PRI poco,30_89
Desaprueba mucho,Morena mucho,30_89
Desaprueba mucho,PAN mucho,30_89
Ni aprueba ni desaprueba,Ninguno,30_94
Desaprueba mucho,Ninguno,30_94
Desaprueba algo,Morena mucho,30_94
Desaprueba algo,Morena poco,30_94
Desaprueba algo,Morena poco,30_94
Aprueba algo,PRI poco,30_94
Desaprueba mucho,Morena mucho,30_94
Desaprueba mucho,Morena poco,30_94
Desaprueba algo,PAN mucho,30_107
Ni aprueba ni desaprueba,PAN mucho,30_107
Desaprueba algo,Ninguno,30_107
Desaprueba algo,Ninguno,30_107
Aprueba algo,PRI poco,30_107
Aprueba algo,PAN mucho,30_107
Ni aprueba ni desaprueba,Ninguno,30_107
Aprueba algo,PRI poco,30_107
Ni aprueba ni desaprueba,PAN poco,30_132
Desaprueba algo,Morena poco,30_132
Desaprueba algo,Morena mucho,30_132
Ni aprueba ni desaprueba,Morena mucho,30_132
Desaprueba mucho,Nueva Alianza mucho,30_132
Ni aprueba ni desaprueba,Morena mucho,30_132
Desaprueba algo,Ninguno,30_132
Desaprueba algo,Ninguno,30_132
Ni aprueba ni desaprueba,Ninguno,30_142
Ni aprueba ni desaprueba,Ninguno,30_142
Aprueba algo,Morena poco,30_142
Desaprueba algo,PAN mucho,30_142
Desaprueba algo,PAN poco,30_142
Aprueba algo,PAN poco,30_142
Desaprueba mucho,Morena mucho,30_142
Desaprueba mucho,Morena mucho,30_142
Ns/Nc,Ninguno,30_155
Ni aprueba ni desaprueba,PAN mucho,30_155
Desaprueba algo,Ninguno,30_155
Desaprueba algo,Ninguno,30_155
Ns/Nc,Ninguno,30_155
Ni aprueba ni desaprueba,Ninguno,30_155
Desaprueba algo,PAN poco,30_155
Aprueba algo,PRI poco,30_155
Aprueba mucho,Ninguno,30_161
Desaprueba mucho,Morena poco,30_161
Desaprueba algo,PAN mucho,30_161
Ni aprueba ni desaprueba,Morena mucho,30_161
Ni aprueba ni desaprueba,PVEM poco,30_161
Ni aprueba ni desaprueba,PAN poco,30_161
Desaprueba mucho,PAN mucho,30_161
Desaprueba mucho,PAN poco,30_161
Desaprueba algo,Morena mucho,30_201
Desaprueba mucho,Morena poco,30_201
Desaprueba algo,Morena mucho,30_201
Aprueba algo,PRI poco,30_201
Desaprueba algo,PRI mucho,30_201
Desaprueba algo,PAN mucho,30_201
Desaprueba algo,Ninguno,30_201
Aprueba algo,PAN mucho,30_201
Desaprueba algo,PRI poco,30_205
Aprueba algo,Morena poco,30_205
Aprueba algo,Morena poco,30_205
Aprueba algo,PRI poco,30_205
Ni aprueba ni desaprueba,Morena poco,30_205
Aprueba algo,PRI poco,30_205
Desaprueba mucho,Morena mucho,30_205
Desaprueba mucho,Morena mucho,30_205
Desaprueba algo,Morena poco,31_50
Desaprueba algo,PRD poco,31_50
Desaprueba algo,Morena poco,31_50
Desaprueba algo,Morena poco,31_50
Ni aprueba ni desaprueba,PRD mucho,31_50
Aprueba algo,PRI mucho,31_50
Aprueba algo,Nueva Alianza mucho,31_50
Ni aprueba ni desaprueba,PRI mucho,31_50
Aprueba algo,PRI mucho,31_50
Desaprueba algo,PRD poco,31_96
Ni aprueba ni desaprueba,Ninguno,31_96
Ni aprueba ni desaprueba,Morena poco,31_96
Desaprueba mucho,PRD poco,31_96
Desaprueba mucho,PAN mucho,31_96
Desaprueba algo,Nueva Alianza mucho,31_96
Desaprueba mucho,PRD mucho,31_96
Ni aprueba ni desaprueba,PRI mucho,31_96
Aprueba algo,PRI mucho,32_14
Desaprueba algo,PAN mucho,32_14
Desaprueba mucho,Ninguno,32_14
Desaprueba mucho,Ninguno,32_14
Desaprueba mucho,Ninguno,32_14
Aprueba mucho,PRI mucho,32_14
Ni aprueba ni desaprueba,PRI mucho,32_14
Desaprueba mucho,Ninguno,32_14
Desaprueba mucho,Ninguno,32_39
Ni aprueba ni desaprueba,Ninguno,32_39
Desaprueba mucho,Ninguno,32_39
Desaprueba mucho,PAN mucho,32_39
Ni aprueba ni desaprueba,Ninguno,32_39
Desaprueba algo,Ninguno,32_39
Aprueba algo,PRI mucho,32_39
Desaprueba algo,Otro,32_39
